 270.01| | 12.58250    |0.00014    |0.01127 |0.00020 | 1.804|0.052|0.1048 |0.0019 | 172. 
 270.02| | 33.67312    |0.00049    |0.01334 |0.00024 | 2.135|0.062|0.2020 |0.0037 |  46. 
 271.01| | 48.63070    |0.00041    |0.01876 |0.00021 | 2.782|0.078|0.2801 |0.0065 |  29. 
 271.02| | 29.39234    |0.00018    |0.01785 |0.00016 | 2.647|0.072|0.2003 |0.0046 |  57. 
 273.01| | 10.573769   |0.000026   |0.0156  |0.0029  | 1.84 |0.35 |0.0964 |0.0015 | 122. 
 274.01| | 15.09205    |0.00035    |0.00663 |0.00033 | 1.200|0.066|0.1264 |0.0026 | 210. 
 274.02| | 22.79519    |0.00063    |0.00667 |0.00036 | 1.208|0.071|0.1665 |0.0035 | 121. 
 275.01| | 15.79186    |0.00014    |0.01316 |0.00015 | 2.357|0.078|0.1308 |0.0034 | 157. 
 275.02| | 82.1997     |0.0020     |0.01375 |0.00032 | 2.463|0.096|0.393  |0.010  |  17. 
 276.01| | 41.74591    |0.00018    |0.02052 |0.00082 | 2.65 |0.12 |0.2413 |0.0045 |  28. 
 277.01| | 16.231204   |0.000054   |0.021810|0.000100| 3.870|0.049|0.1284 |0.0017 | 176. 
 279.01| | 28.455113   |0.000053   |0.0351  |0.0015  | 6.01 |0.41 |0.2014 |0.0042 |  81. 
 279.02| | 15.41298    |0.00012    |0.0158  |0.0034  | 2.72 |0.60 |0.1338 |0.0028 | 184. 
 280.01| | 11.872914   |0.000023   |0.01972 |0.00073 | 2.242|0.100|0.1029 |0.0023 | 130. 
 281.01| | 19.55663    |0.00011    |0.01689 |0.00012 | 2.592|0.078|0.1363 |0.0034 |  95. 
 282.01| | 27.508733   |0.000086   |0.02774 |0.00013 | 3.41 |0.10 |0.1743 |0.0037 |  45. 
 282.02| |  8.457489   |0.000097   |0.00969 |0.00028 | 1.191|0.049|0.0794 |0.0017 | 217. 
 285.01| | 13.748761   |0.000072   |0.02026 |0.00017 | 3.77 |0.11 |0.1196 |0.0028 | 216. 
 288.01| | 10.275394   |0.000058   |0.01463 |0.00013 | 3.376|0.073|0.1057 |0.0019 | 522. 
 319.01| | 46.15159    |0.00011    |0.04655 |0.00024 |10.49 |0.39 |0.2765 |0.0067 |  60. 
 370.01| | 42.88255    |0.00031    |0.01998 |0.00015 | 4.03 |0.11 |0.2630 |0.0067 |  63. 
 370.02| | 22.95036    |0.00032    |0.01227 |0.00034 | 2.477|0.096|0.1733 |0.0044 | 146. 
 623.01| | 10.34971    |0.00012    |0.01062 |0.00027 | 1.298|0.050|0.0905 |0.0019 | 179. 
 623.02| | 15.67749    |0.00020    |0.01106 |0.00026 | 1.351|0.051|0.1193 |0.0026 | 103. 
 623.03| |  5.599359   |0.000062   |0.00918 |0.00023 | 1.122|0.043|0.0601 |0.0013 | 405. 
 674.01| | 16.338952   |0.000071   |0.04259 |0.00022 |12.50 |0.54 |0.1320 |0.0046 | 212. 
 974.01| | 53.50607    |0.00061    |0.01353 |0.00014 | 2.733|0.071|0.3010 |0.0068 |  52. 
 975.01| |  2.785819   |0.000017   |0.007740|0.000100| 1.571|0.026|0.04272|0.00011|2405. 
 981.01| |  3.99780    |0.00012    |0.00819 |0.00053 | 4.76 |0.32 |0.05478|0.00098|5586. 
1019.01|*|  2.497052   |0.000063   |0.00689 |0.00041 | 2.70 |0.17 |0.03958|0.00094|4637. 
1221.01| | 30.16012    |0.00052    |0.01469 |0.00034 | 4.71 |0.15 |0.2069 |0.0040 | 112. 
1221.02| | 51.0802     |0.0018     |0.01106 |0.00039 | 3.54 |0.15 |0.2939 |0.0057 |  56. 
1222.01| |  4.28553    |0.00014    |0.00649 |0.00065 | 2.64 |0.29 |0.0582 |0.0022 |2416. 
1230.01|+|165.72106    |0.00077    |0.08259 |0.00018 |63.64 |2.33 |0.716  |0.026  |  55. 
1241.01| | 21.40505    |0.00036    |0.02292 |0.00033 |10.58 |0.40 |0.1655 |0.0054 | 322. 
1241.02| | 10.50343    |0.00025    |0.01120 |0.00033 | 5.17 |0.24 |0.1030 |0.0034 | 832. 
1282.01| | 30.86392    |0.00031    |0.01428 |0.00018 | 2.480|0.084|0.2000 |0.0049 |  75. 
1299.01| | 52.50128    |0.00067    |0.02683 |0.00030 |12.18 |0.38 |0.3035 |0.0076 | 105. 
1314.01| |  8.57507    |0.00018    |0.01191 |0.00027 | 4.61 |0.17 |0.0905 |0.0023 | 896. 
1537.01| | 10.19144    |0.00022    |0.00675 |0.00020 | 1.343|0.054|0.1021 |0.0025 | 440. 
1612.01| |  2.464999   |0.000020   |0.00531 |0.00025 | 0.710|0.037|0.03663|0.00078|1394. 
1613.01| | 15.86621    |0.00020    |0.00933 |0.00064 | 1.35 |0.10 |0.1239 |0.0033 | 137. 
1618.01| |  2.364320   |0.000036   |0.00547 |0.00020 | 0.899|0.039|0.03761|0.00081|2089. 
1621.01| | 20.31035    |0.00024    |0.01290 |0.00027 | 2.75 |0.11 |0.1588 |0.0038 | 186. 
1890.01| |  4.336491   |0.000029   |0.01035 |0.00014 | 1.758|0.051|0.0554 |0.0013 | 981. 
1894.01| |  5.288016   |0.000045   |0.01733 |0.00019 | 7.17 |0.37 |0.0666 |0.0034 |1805. 
1924.01|*|  2.119128   |0.000038   |0.00645 |0.00022 | 1.753|0.071|0.03649|0.00067|4878. 
1925.01| | 68.95800    |0.00090    |0.0108  |0.0038  | 1.05 |0.37 |0.3199 |0.0066 |   6.2
1930.01| | 13.72686    |0.00014    |0.01341 |0.00020 | 2.54 |0.13 |0.1173 |0.0029 | 242. 
1930.02| | 24.31058    |0.00036    |0.01298 |0.00026 | 2.46 |0.13 |0.1717 |0.0042 | 113. 
1930.03| | 44.43150    |0.00076    |0.01492 |0.00027 | 2.83 |0.14 |0.2566 |0.0063 |  51. 
1930.04| |  9.34131    |0.00021    |0.00824 |0.00032 | 1.560|0.096|0.0907 |0.0022 | 404. 
1962.01| | 32.85833    |0.00033    |0.01593 |0.00058 | 2.55 |0.14 |0.2062 |0.0045 |  55. 
2133.01| |  6.246580   |0.000082   |0.01798 |0.00026 |12.81 |0.72 |0.0733 |0.0031 |3205. 
2481.01|+| 33.84760    |0.00091    |0.02750 |0.00072 |31.42 |2.24 |0.240  |0.013  | 733. 
2545.01| |  6.98158    |0.00019    |0.00568 |0.00025 | 1.32 |0.10 |0.0803 |0.0018 | 896. 
2640.01| | 33.1809     |0.0014     |0.02086 |0.00072 |17.02 |0.81 |0.2191 |0.0063 | 581. 
