lib_index,cps_name,lib_obs,source,source_name,Teff,u_Teff,radius,u_radius,logg,u_logg,feh,u_feh,mass,u_mass,age,u_age,vsini,Plx,u_Plx,Plx_source,Vmag,snr
79,186427,rj55.1849,Von Braun,HD186427,5678.000,66.000,1.169,0.027,4.300,0.040,0.040,0.100,0.970,0.050,9.970,0.110,--,47.120,0.230,Gaia,6.200,164.525
105,187637,rj188.560,Von Braun,HD187637,6155.000,85.000,1.306,0.047,4.270,0.060,-0.090,0.100,1.130,0.070,9.610,0.170,--,19.150,0.270,Gaia,7.520,150.263
91,188512,rj23.524,Von Braun,HD188512,4920.000,102.000,3.210,0.133,3.390,0.090,-0.140,0.100,0.920,0.150,10.110,0.170,--,72.950,0.830,Hipparcos,3.710,180.285
89,190360,rj01.1090,Von Braun,HD190360,5461.000,75.000,1.200,0.033,4.260,0.040,0.210,0.100,0.940,0.050,10.110,0.090,--,62.380,0.580,Gaia,5.710,176.686
83,190406,rj59.1923,Von Braun,HD190406,5763.000,49.000,1.115,0.021,4.340,0.030,0.030,0.100,1.000,0.040,9.870,0.110,--,58.010,0.900,Gaia,5.800,164.533
98,19373,rj76.1541,Von Braun,HD19373,5832.000,33.000,1.415,0.015,4.170,0.020,0.080,0.100,1.070,0.050,9.880,0.090,--,94.930,0.670,Hipparcos,4.050,160.216
97,195564,rj72.176,Von Braun,HD195564,5421.000,118.000,1.867,0.083,3.910,0.070,0.060,0.100,1.030,0.110,9.980,0.150,--,41.260,0.870,Hipparcos,5.650,156.712
124,199305,rj59.1033,Von Braun,GJ809,3692.000,22.000,0.547,0.007,4.720,0.010,-0.210,0.100,0.540,0.010,10.090,0.210,--,142.170,0.310,Gaia,8.600,174.424
86,19994,rj185.1131,Von Braun,HD19994,5916.000,98.000,1.930,0.067,3.990,0.050,0.170,0.100,1.300,0.100,9.620,0.110,--,44.690,0.750,Hipparcos,5.070,154.946
138,201091,rj08.1233,Von Braun,GJ820A,4361.000,17.000,0.661,0.005,4.630,0.020,-0.190,0.100,0.680,0.030,9.900,0.460,--,287.130,1.510,Hipparcos,5.210,178.204
139,201092,rj08.1230,Von Braun,GJ820B,3932.000,25.000,0.601,0.007,4.670,0.010,-0.290,0.100,0.600,0.010,10.090,0.210,--,285.420,0.720,Hipparcos,6.030,179.999
80,206860,rj173.1211,Von Braun,HD206860,5860.000,83.000,1.019,0.029,4.430,0.050,-0.160,0.100,1.000,0.080,9.640,0.370,--,54.370,0.850,Hipparcos,5.950,152.882
94,21019,rj185.1120,Von Braun,HD21019,5261.000,65.000,2.421,0.076,3.640,0.050,-0.410,0.100,0.930,0.070,10.010,0.110,--,27.090,0.830,Hipparcos,6.200,155.026
150,210702,rj156.1776,Von Braun,HD210702,4780.000,18.000,5.231,0.117,3.050,0.090,0.030,0.100,1.120,0.210,9.860,0.270,--,17.880,0.740,Hipparcos,5.939,158.265
125,216899,rj59.1926,Von Braun,GJ880,3713.000,11.000,0.548,0.005,4.720,0.010,0.060,0.100,0.560,0.010,9.990,0.390,--,145.980,0.510,Gaia,8.638,174.238
106,217014,rj23.1103,Von Braun,HD217014,5706.000,95.000,1.168,0.042,4.320,0.060,0.170,0.100,1.010,0.070,9.890,0.210,--,65.100,0.760,Hipparcos,5.460,172.264
110,217107,rj55.1281,Von Braun,HD217107,5391.000,40.000,1.210,0.019,4.250,0.030,0.310,0.100,0.940,0.030,10.130,0.060,--,49.990,0.320,Gaia,6.180,166.874
140,217987,rj59.2221,Von Braun,GJ887,3676.000,35.000,0.471,0.009,4.790,0.020,-0.190,0.100,0.490,0.020,9.660,0.530,--,303.900,0.870,Hipparcos,7.340,174.790
126,219134,rj08.870,Von Braun,GJ892,4699.000,16.000,0.778,0.005,4.550,0.010,0.070,0.100,0.770,0.020,10.120,0.110,--,153.240,0.650,Hipparcos,5.570,176.496
81,219623,rj130.1517,Von Braun,HD219623,6285.000,94.000,1.195,0.036,4.360,0.040,0.040,0.100,1.180,0.060,9.250,0.250,--,49.310,0.580,Hipparcos,5.600,152.322
69,222368,rj26.532,Von Braun,HD222368,6192.000,26.000,1.595,0.014,4.120,0.020,-0.140,0.100,1.220,0.060,9.600,0.070,--,72.510,0.880,Hipparcos,4.120,165.058
57,22484,rj137.243,Von Braun,HD22484,5998.000,39.000,1.622,0.024,4.080,0.020,-0.090,0.100,1.150,0.040,9.710,0.090,--,72.890,0.780,Hipparcos,4.300,160.470
93,23249,rj63.431,Von Braun,HD23249,4955.000,30.000,2.327,0.029,3.700,0.030,0.120,0.100,0.980,0.060,10.100,0.090,--,110.580,0.880,Hipparcos,3.540,176.243
134,26965,rj06.1045,Von Braun,GJ166,5147.000,14.000,0.805,0.004,4.520,0.030,-0.240,0.100,0.790,0.050,10.040,0.180,--,198.240,0.840,Hipparcos,4.430,177.290
99,30652,rj185.783,Von Braun,HD30652,6441.000,19.000,1.322,0.010,4.290,0.020,0.000,0.100,1.250,0.050,9.280,0.150,--,124.600,0.950,Hipparcos,3.190,159.534
58,34411,rj06.1066,Von Braun,HD34411,5774.000,44.000,1.331,0.021,4.200,0.030,0.050,0.100,1.030,0.040,9.920,0.080,--,79.080,0.900,Hipparcos,4.710,175.698
113,36395,rj85.328,Von Braun,GJ205,3801.000,9.000,0.574,0.004,4.700,0.010,0.350,0.100,0.600,0.010,9.760,0.490,--,177.080,0.980,Gaia,7.968,164.941
85,3651,rj13.2073,Von Braun,HD3651,5046.000,86.000,0.947,0.032,4.460,0.040,0.150,0.100,0.850,0.040,10.120,0.130,--,90.030,0.720,Hipparcos,5.880,175.768
73,38858,rj06.1054,Von Braun,HD38858,5646.000,45.000,0.933,0.016,4.460,0.040,-0.220,0.100,0.910,0.070,9.810,0.280,--,65.630,0.390,Gaia,5.970,173.425
59,39587,rj185.1109,Von Braun,HD39587,5898.000,25.000,0.979,0.009,4.470,0.020,-0.040,0.100,1.040,0.040,9.270,0.280,--,115.430,1.080,Hipparcos,4.400,160.590
111,4628,rj61.705,Von Braun,GJ33,4950.000,14.000,0.695,0.004,4.630,0.020,-0.220,0.100,0.750,0.030,9.410,0.440,--,134.040,0.860,Hipparcos,5.740,169.596
60,48737,rj185.1112,Von Braun,HD48737,6478.000,21.000,2.710,0.021,3.800,0.010,0.140,0.100,1.700,0.040,9.230,0.030,--,57.020,0.830,Hipparcos,3.360,171.249
84,49933,rj185.1115,Von Braun,HD49933,6635.000,90.000,1.420,0.040,4.210,0.050,-0.390,0.100,1.180,0.090,9.490,0.160,--,33.770,0.590,Gaia,5.783,149.945
61,58946,rj185.652,Von Braun,HD58946,6738.000,55.000,1.655,0.028,4.120,0.030,-0.250,0.100,1.320,0.090,9.390,0.110,--,54.060,0.950,Hipparcos,4.180,156.182
71,6210,rj173.1218,Von Braun,HD6210,6089.000,35.000,4.517,0.152,3.370,0.050,-0.010,0.100,1.700,0.150,9.210,0.070,--,12.820,0.470,Gaia,5.847,153.019
74,69897,rj185.1106,Von Braun,HD69897,6130.000,58.000,1.387,0.028,4.190,0.040,-0.260,0.100,1.070,0.080,9.730,0.120,--,55.170,0.930,Hipparcos,5.100,153.863
82,75732,rj06.1091,Von Braun,HD75732,5172.000,18.000,0.943,0.010,4.430,0.020,0.350,0.100,0.880,0.020,10.100,0.090,--,79.800,0.840,Hipparcos,5.950,175.806
114,79210,rj63.1374,Von Braun,GJ338A,3907.000,35.000,0.577,0.013,4.700,0.020,-0.180,0.100,0.580,0.020,9.850,0.510,--,161.590,5.230,Hipparcos,7.630,174.660
148,7924,rj13.2095,Von Braun,HD7924,5075.000,83.000,0.782,0.026,4.580,0.040,-0.140,0.100,0.810,0.060,9.710,0.520,--,58.790,0.240,Gaia,7.185,174.902
62,82885,rj187.392,Von Braun,HD82885,5376.000,43.000,1.003,0.016,4.400,0.030,0.320,0.100,0.920,0.050,10.040,0.150,--,89.450,0.780,Hipparcos,5.340,156.815
63,86728,rj06.1085,Von Braun,HD86728,5619.000,44.000,1.247,0.021,4.240,0.030,0.190,0.100,0.980,0.060,10.030,0.110,--,67.140,0.830,Hipparcos,5.400,174.267
135,88230,rj72.72,Von Braun,GJ380,4085.000,14.000,0.640,0.005,4.640,0.010,-0.160,0.100,0.630,0.010,10.140,0.090,--,205.220,0.810,Hipparcos,6.610,165.074
136,95735,rj06.1099,Von Braun,GJ411,3464.000,15.000,0.392,0.003,4.860,0.010,-0.410,0.100,0.400,0.010,9.910,0.470,--,392.400,0.910,Hipparcos,7.520,181.186
143,GJ176,rj216.111,Von Braun,GJ176,3679.000,77.000,0.453,0.022,4.800,0.030,0.150,0.100,0.490,0.040,9.600,0.530,--,106.320,0.600,Gaia,9.951,56.855
128,GL144,rj185.1133,Von Braun,GJ144,5077.000,35.000,0.735,0.005,4.610,0.020,-0.060,0.100,0.800,0.030,9.370,0.390,--,310.750,0.850,Hipparcos,3.730,166.614
115,GL338B,rj185.874,Von Braun,GJ338B,3867.000,37.000,0.567,0.014,4.710,0.020,-0.150,0.100,0.570,0.020,9.820,0.500,--,158.960,0.390,Gaia,7.720,158.984
116,GL412A,rj50.359,Von Braun,GJ412,3497.000,39.000,0.398,0.009,4.870,0.020,-0.400,0.100,0.410,0.020,9.730,0.520,--,206.940,1.190,Hipparcos,8.780,174.708
130,GL570B,rj55.906,Von Braun,GJ570,4507.000,58.000,0.739,0.019,4.600,0.030,0.020,0.100,0.730,0.030,10.000,0.480,--,133.630,33.560,Hipparcos,5.720,174.174
119,GL687,rj172.1087,Von Braun,GJ687,3413.000,28.000,0.418,0.007,4.850,0.010,-0.090,0.100,0.430,0.010,9.590,0.520,--,220.020,0.390,Gaia,9.150,163.397
137,GL699,rj20.452,Von Braun,GJ699,3222.000,10.000,0.187,0.001,5.110,0.010,-0.390,0.100,0.160,0.000,9.610,0.540,--,549.010,1.580,Hipparcos,9.511,172.431
120,GL702A,rj187.474,Von Braun,GJ702A,5407.000,52.000,0.831,0.004,4.560,0.020,0.030,0.100,0.920,0.030,9.300,0.350,--,--,--,None,4.123,163.889
121,GL702B,rj187.477,Von Braun,GJ702B,4393.000,149.000,0.670,0.009,4.640,0.020,0.030,0.100,0.710,0.030,9.610,0.520,--,--,--,None,7.160,166.148
146,GL876,rj45.596,Von Braun,GJ876,3129.000,19.000,0.376,0.006,4.880,0.010,0.190,0.100,0.350,0.010,10.090,0.410,--,214.050,0.970,Gaia,10.192,172.906
129,HIP57087,rj06.1488,Von Braun,GJ436,3416.000,53.000,0.455,0.018,4.830,0.030,0.040,0.100,0.450,0.030,9.620,0.520,--,102.580,0.310,Gaia,10.613,112.768
131,HIP74995,rj23.519,Von Braun,GJ581,3442.000,54.000,0.299,0.010,4.970,0.030,-0.100,0.100,0.300,0.020,9.610,0.530,--,158.640,0.350,Gaia,10.560,146.665
145,HIP83043,rj59.1277,Von Braun,GJ649,3590.000,45.000,0.539,0.016,4.750,0.020,-0.040,0.100,0.520,0.020,9.890,0.480,--,96.380,0.350,Gaia,9.655,168.321
