SPOCSNUM,NAME,SNR,LRMS,CRMS,VSINI,TEFF,LOGG,MONH,FEH
822,HD 176377,267,0.0098,0.0078,0.87,5877.1,4.5205,-0.2034,-0.2080
828,HD 178911 B,318,0.0096,0.0076,2.22,5564.8,4.3995,0.1996,0.2077
829,HD 179957,306,0.0102,0.0070,0.06,5741.9,4.4201,0.0132,0.0039
830,HD 179958,307,0.0104,0.0068,1.66,5757.5,4.3483,0.0427,0.0328
833,HD 179949,245,0.0111,0.0078,6.11,6148.4,4.3212,0.2044,0.2357
834,HD 180684,246,0.0111,0.0075,5.66,6052.0,4.0260,0.0740,0.1029
837,HD 181234,267,0.0142,0.0098,1.85,5313.9,4.3464,0.3461,0.3491
839,HD 182488,275,0.0126,0.0098,1.43,5359.5,4.4216,0.1361,0.1438
840,HD 182572,370,0.0142,0.0132,1.25,5587.1,4.1474,0.3222,0.3335
841,HD 183263,304,0.0120,0.0087,2.39,5867.8,4.2588,0.2724,0.2798
846,HD 185144,302,0.0109,0.0070,0.53,5242.1,4.5556,-0.1972,-0.2046
854,HD 186408,302,0.0091,0.0076,2.34,5778.1,4.2772,0.0905,0.0902
855,HD 186427,268,0.0096,0.0078,1.58,5747.0,4.3655,0.0611,0.0584
856,HD 187123,306,0.0085,0.0066,1.39,5790.9,4.3329,0.0946,0.0991
860,HD 187923,357,0.0120,0.0103,0.10,5774.3,4.2316,-0.0846,-0.1135
861,HD 188015,311,0.0091,0.0078,2.21,5690.1,4.3475,0.2331,0.2210
862,HD 187897,245,0.0115,0.0097,3.91,5938.0,4.4660,0.1506,0.1802
864,HD 188512,411,0.0120,0.0079,0.10,5081.9,3.5516,-0.1003,-0.0876
868,HD 190067,315,0.0120,0.0098,0.10,5367.8,4.6081,-0.3252,-0.3707
869,HD 190228,317,0.0097,0.0065,0.10,5238.4,3.7197,-0.2176,-0.2181
870,HD 190360,372,0.0100,0.0080,2.12,5549.6,4.2873,0.1908,0.1804
871,HD 190404,320,0.0163,0.0076,0.10,4960.7,4.5936,-0.4603,-0.6042
872,HD 190406,302,0.0094,0.0075,2.31,5940.9,4.4026,0.0702,0.0777
877,HD 191785,320,0.0142,0.0079,0.76,5132.7,4.4797,-0.0432,-0.1127
880,HD 192263,272,0.0178,0.0108,2.05,4955.7,4.5139,0.0325,0.0896
883,HD 192310,285,0.0158,0.0099,1.19,5071.2,4.5026,0.0561,0.0615
894,HD 195019,306,0.0091,0.0073,1.96,5750.9,4.1340,0.0360,0.0562
896,HD 195564,266,0.0107,0.0079,1.24,5631.4,3.9898,0.0423,0.0520
897,HD 196201,257,0.0107,0.0075,1.44,5417.9,4.4865,-0.1822,-0.1894
901,HD 196885,243,0.0122,0.0090,6.80,6172.5,4.2227,0.2546,0.2927
903,HD 196761,359,0.0119,0.0101,0.10,5473.6,4.5510,-0.2617,-0.2777
909,HD 199019,253,0.0126,0.0084,6.44,5459.7,4.5247,-0.0414,0.0191
910,HD 199476,314,0.0090,0.0077,1.70,5501.4,4.5480,-0.3554,-0.4245
911,HD 198802,248,0.0102,0.0074,2.13,5711.4,3.8701,-0.0114,0.0063
916,HD 199960,251,0.0105,0.0077,2.62,5885.8,4.2226,0.2619,0.2722
917,HD 200565,251,0.0223,0.0213,7.68,5795.5,4.5120,-0.0422,-0.0297
921,HD 201219,256,0.0092,0.0071,2.92,5610.6,4.4825,0.0858,0.1036
926,HD 201989,250,0.0092,0.0076,4.88,5728.3,4.5250,0.0928,0.1232
928,HD 202575,285,0.0212,0.0159,3.33,4729.6,4.5018,-0.0978,-0.0173
931,HD 202917,259,0.0201,0.0169,14.68,5542.0,4.4138,-0.0411,0.0728
932,HD 204277,246,0.0132,0.0091,2.65,6240.1,4.4229,0.0530,0.0858
938,HD 206332,265,0.0118,0.0096,0.91,5967.5,4.2852,0.2924,0.2993
939,HD 206374,255,0.0105,0.0088,1.56,5587.2,4.5236,-0.1034,-0.0836
945,HD 208313,329,0.0161,0.0092,1.18,5016.2,4.5124,0.0047,0.0192
951,HD 209393,250,0.0122,0.0081,4.24,5650.9,4.5675,-0.1623,-0.1354
952,HD 209253,244,0.0129,0.0129,16.09,6238.7,4.4276,-0.0217,0.0373
953,HD 209458,299,0.0105,0.0067,3.29,6052.6,4.3409,0.0509,0.0566
957,HD 211681,254,0.0112,0.0085,2.57,5710.5,4.0971,0.3428,0.3505
960,HD 210277,320,0.0117,0.0105,0.10,5484.9,4.3228,0.1711,0.1590
961,HD 210302,301,0.0127,0.0090,13.60,6272.5,4.1295,0.1340,0.1915
968,HD 211080,253,0.0130,0.0088,2.19,5660.0,3.9508,0.2629,0.2770
970,HD 212291,312,0.0092,0.0079,0.86,5598.2,4.5538,-0.1765,-0.1825
977,HD 213519,243,0.0092,0.0076,0.10,5840.3,4.4319,0.0140,0.0110
985,HD 216275,244,0.0110,0.0083,1.22,5950.6,4.4579,-0.1037,-0.1001
986,HD 216259,286,0.0178,0.0085,0.10,4879.3,4.5937,-0.5241,-0.6610
990,HD 217014,354,0.0102,0.0085,2.04,5758.4,4.3186,0.1826,0.1863
992,HD 217107,273,0.0112,0.0091,1.39,5575.8,4.2516,0.2810,0.2930
993,HD 217165,305,0.0093,0.0072,1.92,5944.0,4.3682,0.0451,0.0523
1007,HD 218868,276,0.0104,0.0083,2.22,5505.1,4.4197,0.1831,0.1980
1012,HD 219538,332,0.0149,0.0082,0.82,5063.0,4.5169,-0.0047,0.0058
1015,HD 219834 B,289,0.0161,0.0098,1.16,5135.9,4.4849,0.1977,0.2210
1017,HD 220339,298,0.0159,0.0094,1.37,4953.7,4.5609,-0.2140,-0.2370
1020,HD 221354,297,0.0149,0.0100,0.10,5221.6,4.4693,0.0839,0.0658
1021,HD 221356,359,0.0113,0.0080,0.97,5987.0,4.3108,-0.2101,-0.2175
1030,HD 222582,301,0.0095,0.0073,0.54,5789.9,4.3789,0.0142,0.0019
1031,HD 222697,253,0.0111,0.0084,2.93,5431.6,4.4943,0.1381,0.1779
1035,HD 223315,251,0.0105,0.0083,2.21,5637.7,4.4275,0.2662,0.2791
1036,HD 223498,254,0.0112,0.0098,1.56,5512.1,4.3497,0.1204,0.1360
2000,KIC-4914923,113,0.0134,0.0115,2.52,5855.0,4.2058,0.1600,0.1641
2001,HTR164-005,98,0.0183,0.0270,2.02,5668.3,4.3725,0.0974,0.0939
2002,HTR163-001,115,0.0242,0.0224,1.82,4951.8,4.4387,0.2962,0.3345
2003,HTR163-006,90,0.0223,0.0135,0.10,5723.5,4.5020,-0.2215,-0.2572
2004,HTR123-008,162,0.0167,0.0100,2.12,6120.9,4.3119,0.1476,0.1692
2005,HTR123-005,60,0.0285,0.0269,9.95,6306.1,4.1828,-0.0256,0.0305
2006,HTR123-003,84,0.0216,0.0174,5.83,6247.0,4.1536,-0.1518,-0.1343
2007,HTR122-002,90,0.0221,0.0244,0.10,4974.4,3.5532,-0.1146,-0.1174
2008,HTR087-015,104,0.0157,0.0118,1.31,6153.6,3.9551,-0.0734,-0.0417
2009,HTR087-003,76,0.0738,0.0184,3.61,5067.2,3.1547,-0.0020,0.0678
2010,HD 224983,383,0.0133,0.0096,1.61,5156.7,4.4657,0.1107,0.1252
2011,HD 225021,266,0.0223,0.0113,3.21,5026.3,3.1204,0.2747,0.3635
2012,HTR210-001,90,0.0182,0.0150,1.71,5394.3,4.3392,0.1935,0.2131
2013,HTR165-012,89,0.0175,0.0154,1.48,5488.2,4.6612,-0.2441,-0.2389
2014,HTR124-004,131,0.0135,0.0100,1.61,5724.4,3.8922,0.1414,0.1517
2015,HTR125-009,59,0.0322,0.0213,1.83,5214.6,4.4336,0.1137,0.1299
2016,HTR125-017,122,0.0200,0.0123,3.47,5074.3,3.0912,0.0755,0.1535
2017,HD 118,84,0.0385,0.0304,13.58,6382.4,3.6848,-0.2699,-0.2488
2018,HD 249,272,0.0187,0.0094,0.10,4775.2,2.9464,-0.0579,-0.0342
2019,HTR212-005,70,0.0272,0.0199,0.77,5045.3,4.4504,0.2355,0.2631
2020,HTR213-008,166,0.0147,0.0110,1.38,5965.1,4.2678,0.1054,0.1071
2021,HTR212-002,235,0.0148,0.0090,7.57,6597.4,4.1491,0.0280,0.0810
2022,HTR211-003,107,0.0152,0.0127,1.42,5339.3,4.3900,0.1023,0.0685
2023,HTR211-001,156,0.0118,0.0098,0.10,5586.4,4.5726,-0.5079,-0.5505
2024,HTR089-011,163,0.0127,0.0095,3.95,6052.9,4.2843,0.1923,0.2183
2025,HD 18436 B,283,0.0164,0.0132,5.04,5759.5,4.4323,0.2263,0.2106
2026,HD 18436 A,353,0.0106,0.0083,3.19,5886.1,4.2071,0.3006,0.2969
2027,HD 745,265,0.0148,0.0095,2.37,5051.3,3.3092,0.0658,0.1239
2028,MARVELS-1,245,0.0147,0.0083,2.28,6163.1,4.0269,-0.0763,-0.0502
2029,HTR258-002,114,0.0163,0.0127,1.92,5499.3,4.4017,0.2684,0.2741
2030,HTR213-002,177,0.0208,0.0129,1.30,4922.2,4.4779,0.1809,0.2279
2031,HTR169-010,136,0.0124,0.0104,0.10,5808.3,4.3136,-0.1028,-0.1563
2032,HD 1100,267,0.0194,0.0098,0.10,4784.0,2.9507,0.0308,0.0651
2033,HTR405-001,114,0.0169,0.0126,10.60,6338.3,4.0851,0.1058,0.1633
2034,HTR171-008B,33,0.0527,0.0439,6.22,4808.0,4.2545,0.2399,0.2822
2035,HTR171-008,104,0.0175,0.0168,1.02,5438.9,4.3386,0.2422,0.2550
2036,HTR170-004,189,0.0108,0.0102,2.29,5587.7,4.3387,0.2085,0.2108
2037,HTR093-012,255,0.0125,0.0091,4.39,6308.0,4.1000,-0.0681,-0.0447
2038,HTR062-011,147,0.0142,0.0096,2.28,5947.6,4.0740,-0.1862,-0.1784
2039,HD 1205,310,0.0126,0.0087,5.33,5811.1,4.1388,0.2805,0.2791
2040,HD 1293,202,0.0136,0.0078,3.18,5114.3,3.1869,-0.3789,-0.3658
2041,HD 1449,261,0.0159,0.0075,1.80,4966.8,3.0744,-0.2218,-0.2067
2042,HD 1502,184,0.0164,0.0100,1.60,4947.4,3.1762,0.0546,0.1018
2043,HTR311-004,176,0.0163,0.0114,6.04,6441.2,4.5420,-0.1539,-0.1508
2044,HTR263-005,114,0.0244,0.0125,2.26,5983.2,3.9804,-0.2188,-0.2257
2045,HTR094-008,52,0.0698,0.0333,0.10,6326.9,3.7649,-0.1451,-0.1068
2046,WASP-1,145,0.0182,0.0111,0.10,6116.1,4.1305,0.2121,0.2343
2047,HD 1666,239,0.0141,0.0096,4.49,6279.6,4.1024,0.3274,0.3853
2048,HD 1770,267,0.0159,0.0087,1.50,4956.2,3.2659,0.0772,0.1131
2049,EPIC202088212,42,0.0348,0.0294,11.08,6299.9,4.4583,0.0552,0.0433
2050,EPIC202093020,41,0.0387,0.0348,18.42,5994.6,4.5377,0.2531,0.3111
2051,EPIC202126847,41,0.0287,0.0271,2.19,5874.7,4.5170,0.0046,0.0049
2052,EPIC202136151,24,0.0636,0.0556,1.33,5140.8,3.4175,-0.3829,-0.3841
2053,EPIC202136200,48,0.0387,0.0262,2.18,4887.7,2.7954,0.0796,0.1549
2054,HTR314-007,84,0.0297,0.0148,2.80,5854.1,4.5050,-0.0381,-0.0216
2055,EPIC202094994,47,0.0266,0.0236,0.10,5904.7,4.4207,-0.0452,-0.0594
2056,EPIC202138142,45,0.0682,0.0312,0.10,4705.2,2.9630,0.3762,0.4055
2057,EPIC202083688,45,0.0555,0.0282,0.88,4800.5,2.8424,0.0299,0.1129
2058,EPIC202089657,238,0.0125,0.0106,0.92,6132.2,4.1297,-0.1429,-0.1377
2059,EPIC202086137,43,0.0281,0.0277,0.10,5155.9,3.6608,-0.1620,-0.1716
2060,EPIC202126884,41,0.0320,0.0290,11.98,6317.3,3.7544,-0.0231,0.0619
2061,EPIC202095074,40,0.0309,0.0288,8.45,6501.9,4.2133,0.0776,0.1344
2062,HTR173-008,129,0.0130,0.0116,2.78,5962.9,4.3045,0.0916,0.1056
2063,HD 2331,238,0.0110,0.0080,2.17,5960.1,4.2555,0.1245,0.1323
2064,HTR363-002,89,0.0251,0.0152,11.12,6346.5,4.1162,-0.0166,0.0484
2065,HTR315-006,147,0.0187,0.0141,9.05,6330.4,4.1449,-0.1762,-0.1489
2066,HTR315-005,130,0.0179,0.0128,11.56,6411.5,4.1468,0.1333,0.1805
2067,HTR267-004,156,0.0375,0.0165,0.26,4885.9,3.6188,0.0841,0.1296
2068,HTR268-001,117,0.0163,0.0137,2.02,5288.6,4.4938,0.1964,0.2279
2069,HTR176-001,170,0.0148,0.0119,12.73,6411.8,3.9828,0.0212,0.0828
2070,HTR176-002,107,0.0161,0.0122,2.66,5470.2,4.3348,0.1860,0.1680
2071,HD 2488,265,0.0119,0.0087,0.46,5357.1,4.4216,0.1393,0.1437
2072,HD 2564,241,0.0148,0.0113,11.59,6206.9,4.0305,0.3889,0.4633
2073,HD 236427,255,0.0122,0.0082,0.61,5102.5,3.6054,0.0296,0.0607
2074,HD 2816,270,0.0149,0.0084,1.20,4996.1,3.4567,0.1092,0.1520
2075,HTR364-003,154,0.0136,0.0094,0.10,6069.9,4.1540,0.0740,0.0821
2076,HTR365-001,161,0.0138,0.0084,0.00,6162.8,4.1834,0.0518,0.0748
2077,HTR317-002,160,0.0202,0.0117,1.11,4949.1,4.4422,0.1680,0.1869
2078,HTR137-003,91,0.0233,0.0155,2.13,5265.6,3.9181,-0.4135,-0.4387
2079,HTR136-001,191,0.0185,0.0092,3.70,5681.1,4.0759,0.4226,0.4228
2080,HD 2946,201,0.0108,0.0082,4.12,5452.2,3.6919,-0.1640,-0.1544
2081,HD 3141,379,0.0133,0.0097,1.18,5180.5,4.4441,0.1337,0.1474
2082,HTR180-001,180,0.0110,0.0088,3.81,5933.6,4.1205,0.0819,0.0881
2083,HD 3404,322,0.0113,0.0078,0.73,5339.3,3.8130,0.1855,0.2001
2084,HD 3458,255,0.0187,0.0083,3.51,5100.7,2.9531,0.0416,0.1242
2085,HD 3684,245,0.0143,0.0089,7.26,6162.7,3.9031,0.2503,0.3277
2086,HIP 52942 A,234,0.0125,0.0074,4.69,6196.9,4.0306,-0.1346,-0.1181
2087,HTR182-001,146,0.0193,0.0126,2.06,4925.4,3.4150,0.1474,0.1738
2088,HTR139-004,97,0.0146,0.0128,2.49,6079.4,4.3367,-0.1163,-0.1267
2089,HTR102-001,262,0.0128,0.0090,1.99,5306.1,4.3642,0.2903,0.2861
2090,EPIC201629650,38,0.0335,0.0320,0.10,5634.1,4.4706,-0.1560,-0.1780
2091,EPIC201613023,51,0.0258,0.0253,1.82,5680.8,4.3857,-0.0592,-0.0758
2092,EPIC201677835,34,0.0416,0.0390,2.35,4747.9,4.3989,-0.1176,-0.0876
2093,EPIC201713348,73,0.0272,0.0225,2.69,4836.4,4.5468,-0.0264,0.0100
2094,EPIC201713348B,39,0.0351,0.0315,6.44,4865.5,4.4047,-0.0558,0.0142
2095,EPIC201736247,31,0.0455,0.0429,1.18,4928.0,4.4643,-0.1946,-0.3161
2096,EPIC201920032,50,0.0249,0.0252,1.62,5564.9,4.4626,-0.0088,-0.0258
2097,EPIC201445392,38,0.0364,0.0314,0.10,4779.9,4.5228,0.0125,-0.0038
2098,EPIC201403446,47,0.0269,0.0241,2.81,6200.6,4.1242,-0.3081,-0.2978
2099,EPIC201393098,35,0.0860,0.0352,0.10,5799.9,4.3518,-0.2621,-0.3231
2100,EPIC201384232,48,0.0239,0.0223,1.20,5696.4,4.5554,-0.1603,-0.1620
2101,EPIC201324549,45,0.0328,0.0305,5.05,6380.2,4.0312,-0.6710,-0.7340
2102,HTR183-005,127,0.0127,0.0105,0.10,5716.4,4.5579,-0.3627,-0.4040
2103,HTR183-008,134,0.0123,0.0108,3.87,5743.2,4.4247,0.0729,0.0694
2104,HD 4075,371,0.0106,0.0095,2.75,5565.2,4.1037,0.3048,0.3087
2105,HD 4313,186,0.0167,0.0106,1.72,4943.2,3.2430,0.1362,0.1891
2106,HD 4395,244,0.0138,0.0083,2.78,5495.0,3.6108,-0.1544,-0.1488
2107,HD 4917,269,0.0221,0.0109,1.12,4802.0,2.9724,0.1798,0.2455
2108,HD 4741,375,0.0105,0.0084,2.68,5396.6,4.4627,-0.0314,-0.0019
2109,HTR188-002,150,0.0127,0.0103,0.10,6046.5,4.3039,-0.0647,-0.0570
2110,HTR187-001,84,0.0222,0.0213,1.42,4854.6,4.4899,-0.1545,-0.1602
2111,HTR188-001,98,0.0253,0.0386,2.11,5830.6,4.3064,-0.2247,-0.2396
2112,HTR145-001,154,0.0192,0.0124,2.43,5083.7,4.3979,0.3143,0.3517
2113,HATS568-008,93,0.0236,0.0162,1.17,4929.6,4.4912,0.1970,0.2133
2114,HD 5319,267,0.0184,0.0100,1.53,4871.1,3.2646,0.1362,0.1712
2115,HTR376-001,155,0.0173,0.0119,0.81,5039.2,4.4458,0.0845,0.0577
2116,HTR378-001,146,0.0242,0.0119,2.74,5231.5,4.4120,0.2788,0.3109
2117,HTR189-001,235,0.0195,0.0120,0.10,4849.0,3.5014,0.2077,0.2419
2118,HTR146-002,84,0.0191,0.0150,1.82,5277.5,4.3917,0.3326,0.3437
2119,HD 5608,290,0.0202,0.0106,1.48,4877.2,3.1895,0.1787,0.2239
2120,HD 140538 A,283,0.0092,0.0074,1.23,5674.1,4.4981,0.0293,0.0363
2121,HTR191-001,171,0.0143,0.0104,5.65,5906.6,4.1282,0.2730,0.2994
2122,HD 5873,277,0.0198,0.0104,1.39,4893.9,3.3025,0.2287,0.2709
2123,HD 5946,351,0.0113,0.0089,2.10,5643.2,4.1148,0.3265,0.3327
2124,HD 6019,255,0.0140,0.0075,2.25,5020.5,3.0776,-0.3460,-0.3392
2125,HD 6030,261,0.0156,0.0091,1.35,4926.1,3.2586,0.0366,0.0721
2126,HD 6233,225,0.0099,0.0084,1.55,5781.4,4.4102,0.0377,0.0382
2127,HTR333-003,162,0.0253,0.0158,6.08,6641.4,3.7071,0.0830,0.1877
2128,HTR285-001,152,0.0141,0.0106,3.47,5916.9,4.1639,0.2763,0.2979
2129,EPIC205071984,81,0.0215,0.0190,0.66,5274.6,4.4902,-0.0285,-0.0186
2130,EPIC204890128,55,0.0223,0.0211,0.77,5217.4,4.4658,-0.0937,-0.0958
2131,EPIC204129699,83,0.0216,0.0206,2.77,5340.6,4.4539,0.1549,0.1856
2132,EPIC203826436,92,0.0220,0.0180,1.29,5352.7,4.5334,-0.0777,-0.0759
2133,EPIC203753577,50,0.0274,0.0242,4.69,6280.1,4.0631,0.2933,0.3162
2134,HD 6512,251,0.0103,0.0084,1.38,5871.3,4.3794,0.1754,0.1782
2135,HD 6628,257,0.0207,0.0136,13.68,4803.3,3.0112,-0.2976,-0.2104
2136,HTR431-010,146,0.0156,0.0100,0.00,4884.3,3.2277,-0.3269,-0.4125
2137,HTR239-008,142,0.0127,0.0114,2.13,5901.4,4.2849,0.1716,0.1738
2138,HTR240-003,102,0.0189,0.0132,3.11,5969.1,4.4122,0.0478,0.0731
2139,HTR241-006,149,0.0139,0.0115,11.35,5959.1,3.8948,0.2318,0.2933
2140,HTR239-004,123,0.0259,0.0170,1.76,4780.3,4.4803,0.1201,0.1902
2141,HTR195-003,234,0.0150,0.0086,2.39,6478.3,3.9959,0.0183,0.0699
2142,HTR194-006,151,0.0126,0.0095,1.72,5780.7,4.5618,-0.2548,-0.2632
2143,HD 6715,346,0.0093,0.0072,1.07,5624.6,4.4847,-0.1848,-0.2091
2144,GJ 53,247,0.0114,0.0077,0.10,5316.2,4.6583,-0.7276,-0.8336
2145,HTR432-011,80,0.0197,0.0150,3.68,6153.3,4.2281,0.2969,0.3274
2146,HTR433-003,108,0.0168,0.0171,8.05,6292.3,4.2857,0.0241,0.0540
2147,HTR241-007,119,0.0162,0.0114,1.32,5979.2,4.1318,0.1146,0.1279
2148,HTR196-004,164,0.0119,0.0099,0.10,5824.2,4.3824,0.0099,0.0051
2149,KIC-5596656,54,0.0965,0.0205,1.53,5077.9,3.6152,-0.3728,-0.3805
2150,KIC-6185331,48,0.0268,0.0231,0.90,5672.2,4.1580,0.1085,0.0973
