SPOCSNUM,NAME,SNR,LRMS,CRMS,VSINI,TEFF,LOGG,MONH,FEH
2729,HD 72429,248,0.0157,0.0158,18.71,5857.0,3.9654,0.3224,0.3713
2730,HD 72003,266,0.0171,0.0098,1.92,4855.4,3.1213,0.0679,0.0983
2731,HD 72687,246,0.0153,0.0086,6.79,5794.9,4.5246,-0.0198,0.0286
2732,HD 72490,260,0.0128,0.0072,2.16,4934.7,3.2102,-0.1269,-0.1117
2733,HD 72440,247,0.0102,0.0080,5.13,5599.0,3.7512,-0.0573,-0.0141
2734,HD 73256,254,0.0107,0.0080,3.51,5504.6,4.4670,0.2354,0.2625
2735,HD 73226,360,0.0113,0.0088,1.66,5855.4,4.2843,0.1433,0.1477
2736,HD 72905,305,0.0123,0.0077,9.60,5866.8,4.5012,-0.0280,0.0211
2737,HD 73534,310,0.0184,0.0102,0.10,4917.1,3.6022,0.2473,0.2803
2738,HIP 42491,292,0.0119,0.0085,1.13,5273.9,4.5001,0.0105,0.0350
2739,WASP84,261,0.0127,0.0090,3.56,5239.0,4.4857,0.0971,0.1584
2740,HD 74390,266,0.0183,0.0101,1.74,4874.4,3.2252,0.1526,0.1871
2741,HD 74669,269,0.0161,0.0114,0.07,4897.9,3.2300,-0.0070,0.0131
2742,HIP 43212,266,0.0218,0.0106,2.50,4922.2,2.9656,0.1615,0.2455
2743,HD 75407,263,0.0147,0.0084,0.59,4913.5,3.1004,-0.0655,-0.0438
2744,HD 75784,296,0.0195,0.0107,0.10,4867.4,3.4613,0.2432,0.2796
2745,HD 75898,287,0.0129,0.0099,3.69,5963.2,4.1354,0.2624,0.2766
2746,HD 76445,325,0.0181,0.0096,1.33,4810.3,3.2940,-0.0183,-0.0815
2747,HD 77172,264,0.0172,0.0090,0.99,4837.0,3.2906,0.0516,0.0492
2748,HD 77818,266,0.0198,0.0097,0.84,4777.2,3.1926,0.0250,-0.0131
2749,HD 78558,245,0.0111,0.0067,0.10,5870.6,4.6443,-0.2925,-0.3840
2750,HD 79498,254,0.0108,0.0085,1.97,5748.7,4.3456,0.1819,0.1823
2751,WASP-13,118,0.0127,0.0110,4.25,5914.6,4.0746,0.0545,0.0664
2752,HD 80355,367,0.0100,0.0088,2.26,5495.6,4.5722,-0.1677,-0.1625
2753,HD 82074,258,0.0136,0.0070,0.45,5093.3,3.4150,-0.2608,-0.2654
2754,HD 82443,259,0.0200,0.0095,6.24,5287.2,4.4287,-0.0503,0.0249
2755,HD 82328,266,0.0165,0.0086,6.76,6182.6,3.7581,-0.1051,-0.0586
2756,HD 82885,268,0.0109,0.0080,2.77,5499.3,4.4386,0.2680,0.2974
2757,HD 83394,262,0.0131,0.0068,1.02,4929.0,3.2122,-0.1555,-0.1605
2758,HD 83752,223,0.0189,0.0148,4.53,6134.3,4.0685,0.2586,0.2879
2759,HD 84453,266,0.0172,0.0112,0.87,4925.6,3.2359,0.0621,0.0998
2760,HD 85440,258,0.0123,0.0071,2.11,5110.9,3.4413,-0.0189,0.0202
2761,WASP-19,92,0.0156,0.0140,5.09,5503.8,4.4498,0.2068,0.2156
2762,HD 85689,188,0.0110,0.0078,2.09,5987.6,4.3594,-0.1438,-0.1463
2763,HD 85472,254,0.0102,0.0069,1.29,5280.5,3.6821,-0.0240,-0.0047
2764,HD 86081,352,0.0101,0.0083,5.08,5939.4,4.1393,0.2130,0.2248
2765,HD 87230,262,0.0157,0.0089,3.60,4969.1,3.2077,0.1390,0.2052
2766,HD 87001,247,0.0105,0.0079,0.49,5852.4,4.1976,0.1345,0.1308
2767,HD 88134,266,0.0181,0.0090,1.54,4859.9,3.1199,0.0906,0.1295
2768,HD 88133,321,0.0114,0.0084,0.50,5392.5,3.8817,0.3010,0.3250
2769,HD 88656,264,0.0130,0.0084,1.63,5150.6,4.5317,-0.0282,0.0174
2770,HD 88654,262,0.0129,0.0086,2.08,5197.0,3.5885,0.1260,0.1883
2771,HD 89793,248,0.0087,0.0077,0.16,5723.7,4.4013,0.1067,0.1050
2772,HD 90508,249,0.0102,0.0067,0.10,5841.9,4.5231,-0.2430,-0.2831
2773,BD+262091,186,0.0138,0.0091,3.71,6318.0,4.1468,-0.0082,0.0274
2774,HD 91876,241,0.0116,0.0086,4.72,6177.6,4.0961,0.2976,0.3298
2775,HD 92266,272,0.0189,0.0099,1.10,4903.3,3.2327,0.1773,0.2279
2776,HD 92719,338,0.0087,0.0073,1.46,5796.6,4.4720,-0.1125,-0.1154
2777,HD 93396,299,0.0112,0.0079,1.80,5326.8,3.7380,0.2664,0.3059
2778,HD 93461,299,0.0123,0.0078,1.65,5037.1,3.3721,-0.0099,0.0207
2779,HD 93864,263,0.0127,0.0070,0.10,4965.1,3.3849,-0.1224,-0.1364
2780,HD 94151,473,0.0087,0.0084,2.25,5612.7,4.4394,0.0398,0.0439
2781,HD 94178,266,0.0150,0.0083,1.33,4928.5,3.1369,-0.0858,-0.0659
2782,HIP 53541,215,0.0249,0.0150,1.70,4737.8,4.4697,0.0898,0.1577
2783,HD 94834,274,0.0203,0.0096,0.21,4798.8,3.2230,0.1166,0.1423
2784,HD 95089,305,0.0162,0.0091,1.65,4918.3,3.2387,0.1194,0.1609
2785,HD 95088,299,0.0145,0.0104,1.01,5103.2,3.6452,0.2382,0.2811
2786,WASP-34,248,0.0096,0.0076,0.47,5694.6,4.4016,0.0395,0.0253
2787,HD 95526,263,0.0165,0.0079,0.67,4831.8,3.2018,-0.0486,-0.0630
2788,HD 95622,240,0.0118,0.0164,3.02,6017.9,4.1263,-0.1123,-0.1069
2789,HD 95900,266,0.0162,0.0094,2.92,5020.3,3.3366,0.1633,0.2229
2790,HD 96063,254,0.0124,0.0067,1.44,5021.0,3.3276,-0.1370,-0.1220
2791,HD 96167,304,0.0110,0.0085,2.80,5733.5,3.9944,0.3285,0.3386
2792,HD 96529,306,0.0091,0.0075,1.60,5712.9,4.2627,0.1749,0.1857
2793,HD 96683,271,0.0193,0.0103,1.97,5088.7,3.4009,0.2366,0.3007
2794,HD 96612,270,0.0188,0.0110,1.38,4861.5,4.5315,-0.1248,-0.1098
2795,HIP 54498,299,0.0086,0.0072,1.48,5847.2,4.4106,0.0764,0.0761
2796,HD 97601,257,0.0138,0.0082,2.70,5062.1,3.3394,0.0125,0.0669
2797,HD 97854,240,0.0111,0.0081,3.97,6006.0,4.1370,0.2483,0.2659
2798,WASP-31,193,0.0133,0.0088,6.90,6217.5,4.2020,-0.0823,-0.0649
2799,HD 98219,266,0.0155,0.0084,0.52,4925.9,3.3578,0.0734,0.0965
2800,HD 98736,262,0.0152,0.0098,0.10,5271.8,4.3662,0.3384,0.3553
2801,EPIC201546283,48,0.0284,0.0265,2.29,5231.8,4.4495,0.1315,0.1484
2802,EPIC201577035,49,0.0240,0.0235,1.48,5533.2,4.4694,-0.0668,-0.0730
2803,HD 99706,265,0.0184,0.0095,1.69,4862.2,3.0873,0.1046,0.1589
2804,HD 100337,261,0.0150,0.0081,2.37,4920.7,3.2052,-0.0580,-0.0268
2805,EPIC201295312,50,0.0240,0.0222,3.21,5795.9,4.1034,0.1263,0.1404
2806,EPIC201505350,79,0.0309,0.0216,2.60,5322.7,4.5077,0.0504,0.0661
2807,HD 101675,303,0.0095,0.0080,0.10,5732.8,4.4685,0.1649,0.1800
2808,EPIC201828749,55,0.0240,0.0219,2.07,5701.8,4.5403,-0.1721,-0.1709
2809,HD 101847,165,0.0126,0.0100,5.56,5948.2,4.4713,0.1932,0.2280
2810,HD 101904,238,0.0112,0.0076,2.46,5883.2,4.1039,0.1086,0.1195
2811,HD 102195,376,0.0114,0.0089,2.82,5276.8,4.5028,0.0470,0.1012
2812,HD 102444,253,0.0107,0.0068,2.79,5227.3,3.6001,-0.0382,-0.0035
2813,HD 102956,262,0.0167,0.0093,1.49,4985.1,3.3846,0.2025,0.2596
2814,HD 103047,268,0.0167,0.0093,1.10,4978.0,3.3718,0.1719,0.2178
2815,HD 103417,307,0.0099,0.0079,1.71,5553.6,4.3767,0.1742,0.1775
2816,HD 103459,248,0.0107,0.0084,2.18,5721.6,4.0307,0.2298,0.2397
2817,HD 103616,256,0.0198,0.0091,4.62,5009.4,3.5687,-0.0668,-0.0444
2818,HD 103828,299,0.0088,0.0069,1.21,5771.1,4.3880,-0.0168,-0.0256
2819,HD 103813,269,0.0171,0.0083,1.09,4790.6,3.0985,-0.1833,-0.2536
2820,HD 103847,445,0.0120,0.0095,3.28,5209.2,4.5172,0.0297,0.0861
2821,HD 103890,357,0.0105,0.0073,3.57,6120.5,4.1907,0.0176,0.0251
2822,HD 104263,250,0.0093,0.0066,1.48,5479.6,4.4117,0.0491,0.0216
2823,HD 104389,245,0.0096,0.0074,0.80,5984.7,4.4596,0.0156,0.0296
2824,HD 104437,303,0.0091,0.0075,1.60,5760.9,4.3995,0.1589,0.1651
2825,HD 104588,304,0.0123,0.0078,2.45,5731.5,4.1299,0.2942,0.3051
2826,HD 104860,463,0.0146,0.0105,15.02,6000.4,4.4816,-0.0089,0.0456
2827,HD 238069,302,0.0106,0.0083,2.99,5828.2,4.0785,0.2593,0.2604
2828,HD 105279,246,0.0110,0.0084,3.34,5833.3,4.1084,0.2819,0.2899
2829,HD 105546,261,0.0143,0.0075,3.30,5122.0,2.6314,-1.1397,-1.1265
2830,HD 105811,266,0.0174,0.0093,1.41,4934.1,3.2264,0.0963,0.1381
2831,HD 106088,281,0.0138,0.0082,2.03,5469.6,3.8696,0.3239,0.3408
2832,HD 106279,259,0.0198,0.0082,2.46,4928.7,2.7894,-0.1313,-0.0630
2833,HD 106270,247,0.0100,0.0074,3.48,5509.2,3.7195,0.0462,0.0744
2834,HD 106314,267,0.0145,0.0089,1.99,5104.5,3.5008,0.1453,0.2107
2835,HD 106421,464,0.0134,0.0104,5.41,5991.4,4.0643,0.5134,0.5579
2836,HD 107211,304,0.0106,0.0089,2.55,5792.6,4.2305,0.3301,0.3129
2837,HD 107181,194,0.0106,0.0083,2.50,5628.1,4.0494,0.2920,0.3118
2838,HD 108189,253,0.0117,0.0080,6.81,5373.1,3.5602,-0.0238,0.0271
2839,HD 108351,239,0.0113,0.0079,8.41,6098.3,4.0717,0.1119,0.1513
2840,HD 108863,268,0.0194,0.0097,1.94,4878.5,3.0746,0.1451,0.2024
2841,HD 108942,304,0.0093,0.0082,2.22,5795.9,4.3236,0.2512,0.2524
2842,HIP 61205,241,0.0113,0.0081,5.91,5796.4,4.5094,-0.0510,-0.0161
2843,HD 109159,255,0.0113,0.0067,0.71,5150.7,3.5980,-0.0986,-0.0781
2844,HD 109218,253,0.0103,0.0072,0.59,5232.9,3.6314,-0.0857,-0.0675
2845,HD 109409,388,0.0106,0.0076,2.51,5750.7,3.9824,0.2691,0.2774
2846,HD 109718,301,0.0109,0.0078,2.48,5793.1,3.9776,0.0755,0.0891
2847,HD 109749,249,0.0095,0.0078,1.66,5824.7,4.2364,0.2375,0.2358
2848,HD 109929,358,0.0102,0.0085,7.64,6049.4,4.1592,0.3704,0.4012
2849,HD 110044,314,0.0136,0.0085,1.94,5141.6,4.5006,0.0122,0.0289
2850,HD 110463,273,0.0187,0.0113,2.12,4906.1,4.5504,-0.0001,0.0586
2851,HD 110743,256,0.0123,0.0077,0.19,5198.5,4.4707,0.0001,0.0118
2852,HD 110833,273,0.0178,0.0105,1.54,4999.3,4.5097,0.1377,0.1793
2853,HD 110897,367,0.0111,0.0067,0.10,5911.1,4.4869,-0.4217,-0.4367
2854,HD 111814,253,0.0128,0.0092,0.39,5646.4,3.9262,0.2112,0.2210
2855,HD 112415,274,0.0106,0.0081,2.34,5573.6,4.2467,0.2904,0.2817
2856,HD 112758,260,0.0143,0.0079,0.10,5116.6,4.5691,-0.3526,-0.4770
2857,HD 112973,258,0.0155,0.0077,0.82,4898.0,3.2605,-0.1405,-0.2026
2858,HD 112988,260,0.0159,0.0088,0.10,4852.1,3.2546,-0.1695,-0.2281
2859,BD+31 2447,195,0.0150,0.0091,1.64,6266.2,4.1073,-0.1554,-0.1516
2860,HD 114161,269,0.0206,0.0100,2.11,4852.1,3.0471,0.1663,0.2282
2861,HD 114375,318,0.0150,0.0098,1.81,4982.0,3.4906,0.1149,0.1519
2862,HD 114659,267,0.0205,0.0110,1.32,4837.7,3.0823,0.1356,0.1752
2863,HD 115404 A,391,0.0153,0.0108,2.78,4976.9,4.5211,-0.1259,-0.0712
2864,HD 116956,377,0.0118,0.0086,5.79,5337.9,4.4712,0.0856,0.1594
2865,HD 117122,298,0.0099,0.0077,2.44,5717.0,4.3906,0.0353,0.0287
2866,HD 117497,457,0.0133,0.0098,11.07,6192.5,4.0597,0.0694,0.1036
2867,HD 117762,250,0.0124,0.0066,1.33,5135.8,3.4575,-0.2703,-0.2627
2868,HD 118082,268,0.0183,0.0102,2.26,4846.9,3.1369,0.1327,0.1741
2869,HD 118744,266,0.0198,0.0098,0.10,4799.0,2.9030,0.0321,0.0921
2870,HD 120064,254,0.0230,0.0154,17.53,6016.9,3.5190,-0.2063,-0.1315
2871,HD 120528,299,0.0096,0.0091,2.76,5736.1,4.1525,0.1393,0.1605
2872,WASP15,154,0.0236,0.0182,4.11,6169.1,4.0407,-0.0952,-0.0610
2873,HD 121550,311,0.0105,0.0076,1.73,5328.5,4.4484,0.0008,0.0033
2874,HD 122253,259,0.0134,0.0088,0.87,5007.1,3.3625,0.0020,0.0305
2875,HIP 68461,273,0.0106,0.0082,2.19,5719.9,4.2022,0.3440,0.3338
2876,HD 122386,265,0.0158,0.0074,1.03,4940.0,2.9522,-0.2723,-0.2502
2877,HD 122517,265,0.0136,0.0091,0.78,5000.4,3.4483,-0.2222,-0.2647
2878,HD 122973,188,0.0127,0.0092,4.38,5989.4,4.4645,0.1630,0.1993
2879,HD 123239,270,0.0186,0.0082,0.10,4794.9,2.9403,-0.0725,-0.0487
2880,HD 124257 B,308,0.0095,0.0089,2.01,5803.0,4.3064,0.1280,0.1302
2881,HD 124257 A,448,0.0106,0.0079,3.24,5910.8,4.1543,0.1419,0.1549
2882,HD 125390,263,0.0162,0.0089,2.11,4850.3,3.1254,-0.0100,0.0099
2883,HD 125217,272,0.0191,0.0102,2.85,4858.7,3.2043,0.1990,0.2377
2884,HD 125607,259,0.0153,0.0087,0.83,4985.3,3.3447,0.0632,0.0996
2885,HD 125612,263,0.0107,0.0077,3.00,5841.1,4.3622,0.2114,0.2241
2886,HD 126583,478,0.0094,0.0092,1.32,5481.6,4.4871,-0.0080,-0.0008
2887,HD 126990,272,0.0171,0.0112,0.94,4999.4,3.4126,0.1736,0.2273
2888,HD 126868,291,0.0157,0.0128,15.22,5673.2,3.6840,0.0411,0.1374
2889,HD 126991,250,0.0148,0.0080,0.82,5156.1,3.4811,-0.4251,-0.4830
2890,HD 128642,492,0.0096,0.0085,2.13,5462.8,4.5092,-0.0912,-0.0748
2891,HD 127741,263,0.0146,0.0080,1.45,4971.5,3.3275,0.0365,0.0666
2892,WASP-14,231,0.0137,0.0071,0.10,6458.7,4.2037,-0.1227,-0.1125
2893,HD 128095,262,0.0146,0.0083,0.83,4925.3,3.3526,-0.0060,0.0043
2894,HD 128720,261,0.0148,0.0087,1.45,5001.5,3.3899,0.1528,0.1861
2895,HD 129601,264,0.0181,0.0095,2.06,4807.8,3.1697,0.0656,0.0827
2896,HD 130048,271,0.0208,0.0095,2.64,4964.4,3.0182,0.2002,0.2770
2897,HD 131156,299,0.0138,0.0084,4.44,5464.2,4.5418,-0.1585,-0.1154
2898,HD 131183,309,0.0091,0.0070,1.74,5679.7,4.2517,0.1157,0.0930
2899,HD 131496,267,0.0201,0.0100,1.59,4847.0,3.1841,0.1914,0.2371
2900,HD 131582,283,0.0217,0.0134,0.10,4728.4,4.5215,-0.2879,-0.3286
2901,HD 132254,251,0.0115,0.0088,7.45,6156.8,4.1444,0.1341,0.1631
2902,HD 133125,247,0.0096,0.0082,0.89,5505.7,4.4860,-0.1159,-0.1304
2903,WASP-24,110,0.0144,0.0219,5.61,6091.0,4.1815,0.0383,0.0562
2904,HD 134353,376,0.0120,0.0089,1.89,5282.8,4.4489,0.1436,0.1712
2905,HIP 74346,267,0.0185,0.0107,0.92,4983.2,4.4421,0.0999,0.0924
2906,HD 238433,260,0.0151,0.0084,2.12,4936.5,3.1322,-0.0337,-0.0043
2907,HD 135872,269,0.0149,0.0081,0.80,4992.5,3.4350,0.0943,0.1230
2908,HD 136274,356,0.0101,0.0069,0.94,5400.5,4.4685,-0.1540,-0.2335
2909,HD 136202,277,0.0131,0.0074,1.34,6052.4,3.9480,0.0776,0.1008
2910,HD 136513,264,0.0170,0.0084,1.19,4841.5,3.0222,-0.1265,-0.0999
2911,HD 137368,263,0.0176,0.0089,1.09,4830.3,3.2501,-0.0626,-0.1247
2912,HD 139907,304,0.0113,0.0091,1.63,5866.0,4.2825,0.3228,0.3248
2913,HD 140025,249,0.0120,0.0085,1.56,5524.8,3.8863,0.1667,0.1904
2914,HD 141399,279,0.0106,0.0081,2.52,5539.1,4.1793,0.3166,0.3273
2915,HD 141272,375,0.0113,0.0084,3.49,5274.0,4.4753,-0.0461,0.0126
2916,HD 142091,282,0.0203,0.0109,1.65,4871.4,3.2594,0.2127,0.2511
2917,HD 142626,364,0.0117,0.0067,1.03,5199.6,4.5586,-0.1257,-0.1143
2918,HD 143174,254,0.0120,0.0083,0.75,5950.4,4.4935,0.1528,0.1816
2919,WASP-17,81,0.0191,0.0157,5.88,6548.5,4.1802,-0.0650,0.0059
2920,EPIC204221263,90,0.0205,0.0202,1.53,5679.2,4.3228,0.2307,0.2270
2921,XO-1,121,0.0124,0.0107,2.12,5729.8,4.4916,-0.0762,-0.0728
2922,HD 144287,370,0.0115,0.0093,1.17,5352.9,4.4513,-0.0846,-0.1036
2923,HD 144363,265,0.0149,0.0082,0.10,4930.4,3.3399,-0.0299,-0.0287
2924,HD 144872,274,0.0200,0.0116,1.16,4780.8,4.5244,-0.2471,-0.2543
2925,EPIC203771098,83,0.0219,0.0220,2.19,5625.8,4.2931,0.3510,0.3374
2926,HIP 79308,353,0.0090,0.0061,0.56,5525.5,4.4935,-0.1582,-0.1662
2927,HD 145428,270,0.0190,0.0084,0.70,4779.0,3.1349,-0.0855,-0.1569
2928,HD 145958 A,310,0.0095,0.0069,1.60,5414.8,4.4796,-0.0439,-0.0451
2929,HD 146278,268,0.0204,0.0116,1.38,4790.1,3.0252,0.0561,0.0917
2930,HD 146050,274,0.0105,0.0085,2.77,5632.1,4.1480,0.3068,0.3020
2931,WASP38,216,0.0127,0.0084,7.73,6124.3,4.1063,0.0438,0.0677
2932,HIP 80096,269,0.0207,0.0127,0.19,4989.9,4.4535,0.2353,0.2634
2933,HD 147750,348,0.0098,0.0073,0.91,5491.6,4.5233,-0.1374,-0.1431
2934,HD 147752,259,0.0145,0.0093,2.66,5051.2,4.5141,-0.0349,0.0265
2935,HD 148164,299,0.0125,0.0087,4.76,6032.8,4.1870,0.2114,0.2367
2936,HD 148284,349,0.0093,0.0070,1.73,5572.0,3.9685,0.1444,0.1602
2937,HD 149026,382,0.0131,0.0112,5.41,6084.1,4.2406,0.3295,0.3600
2938,HD 150706,251,0.0105,0.0069,3.16,5948.9,4.5312,-0.0119,0.0203
2939,HD 234314,308,0.0105,0.0082,2.17,5566.1,4.0903,0.1521,0.1368
2940,HD 149143,244,0.0107,0.0080,3.88,5856.4,4.1115,0.2826,0.2939
2941,HD 149750,303,0.0107,0.0088,2.77,5801.6,4.1410,0.1831,0.1878
2942,HD 151504,314,0.0105,0.0082,0.78,5444.8,4.4024,0.0728,0.0636
2943,HD 152125,301,0.0093,0.0087,2.09,5689.0,4.3964,0.0942,0.0915
2944,HD 152733,269,0.0201,0.0102,1.50,4834.8,3.0993,0.1138,0.1582
2945,HD 152581,255,0.0155,0.0074,1.45,5027.0,3.2854,-0.2196,-0.2143
2946,HD 153525,279,0.0202,0.0137,2.48,4826.5,4.5368,-0.0409,0.0248
2947,HD 154325,298,0.0095,0.0085,2.43,5816.0,4.2621,0.1204,0.1203
2948,HD 154144,338,0.0133,0.0093,8.13,6079.7,4.2270,0.3238,0.3668
2949,HD 155456,370,0.0142,0.0091,1.57,5225.0,4.4281,0.2412,0.2549
2950,HD 155413,345,0.0116,0.0075,4.58,5740.3,3.7861,0.2246,0.2658
2951,HD 156279,278,0.0108,0.0076,1.78,5420.7,4.4138,0.1315,0.1409
2952,HD 155712,292,0.0189,0.0107,0.23,4911.3,4.5192,-0.0614,-0.0657
2953,HD 156342,306,0.0124,0.0087,3.46,5821.0,4.0801,0.3007,0.3187
2954,HD 156846,249,0.0116,0.0092,4.33,5998.8,4.0086,0.2043,0.2405
2955,HD 158449,256,0.0137,0.0085,0.65,4967.8,3.2222,-0.1352,-0.1205
2956,HD 159062,347,0.0113,0.0078,0.69,5350.4,4.5412,-0.3108,-0.4058
2957,HIP 85977,173,0.0226,0.0142,2.07,4911.7,4.3723,0.2955,0.3402
2958,HD 160215,264,0.0172,0.0098,0.08,4883.2,3.3902,0.0518,0.0755
2959,HD 161284,265,0.0161,0.0105,2.35,5011.2,4.5022,0.0593,0.1251
2960,HD 162003,252,0.0132,0.0083,9.64,6411.4,3.9495,0.0259,0.0850
2961,HD 162004,250,0.0121,0.0081,7.30,6223.5,4.1206,0.0497,0.0860
2962,HD 161198,255,0.0129,0.0086,0.10,5254.5,4.5755,-0.3406,-0.4243
2963,HD 161479,274,0.0113,0.0085,4.52,5642.0,4.3124,0.2573,0.2845
2964,HIP 87123,267,0.0201,0.0108,1.07,4792.9,3.1492,-0.0331,-0.0715
2965,HD 162232,312,0.0113,0.0089,2.22,5491.5,4.3549,0.1276,0.1384
2966,TrES-3,98,0.0149,0.0135,2.58,5489.7,4.5971,-0.2407,-0.2424
2967,TrES-4,182,0.0148,0.0107,8.43,6184.1,4.0321,0.2600,0.3244
2968,HIP 87579,275,0.0175,0.0115,3.28,4893.0,4.5213,-0.0905,-0.0346
2969,HD 163607,269,0.0102,0.0081,0.34,5522.3,3.9671,0.1770,0.1897
2970,HD 163589,303,0.0104,0.0089,0.48,5621.4,3.9858,0.1847,0.2036
2971,HD 164330,301,0.0117,0.0110,6.42,5783.5,4.1880,0.2585,0.2594
2972,HD 164509,263,0.0102,0.0079,2.58,5859.6,4.3552,0.1855,0.1953
2973,HD 165173,358,0.0096,0.0068,1.40,5459.1,4.4640,-0.0021,-0.0106
2974,GJ 702 A,312,0.0114,0.0083,2.56,5307.2,4.5156,0.0465,0.0783
2975,HD 165401,344,0.0182,0.0239,0.10,5947.8,4.8282,-0.2870,-0.3552
2976,HD 166494,251,0.0124,0.0091,6.65,5679.8,3.7625,0.2201,0.2711
2977,HD 168151,255,0.0122,0.0079,3.77,6474.0,4.1400,-0.1806,-0.1676
2978,HAT-P-5,107,0.0133,0.0118,2.30,5833.4,4.3366,0.1069,0.1120
2979,HD 168603,357,0.0107,0.0084,4.54,5422.7,4.5004,0.1320,0.1863
2980,HD 169889,359,0.0102,0.0065,0.47,5357.9,4.4998,-0.1205,-0.1373
2981,HD 171264,257,0.0113,0.0077,2.41,5196.0,3.5929,-0.0053,0.0344
2982,WASP-3,192,0.0134,0.0104,13.11,6353.0,4.2091,-0.0398,0.0051
2983,HD 171238,255,0.0116,0.0078,1.87,5440.3,4.4752,0.1730,0.2023
2984,HIP 91605,272,0.0184,0.0096,0.10,4841.9,4.5538,-0.2952,-0.3264
2985,Kepler-94,150,0.0325,0.0207,0.84,4715.4,4.4944,0.3307,0.4158
2986,KOI-263,244,0.0110,0.0076,1.87,5842.1,4.0832,-0.1100,-0.1175
2987,Kepler-8,77,0.0311,0.0315,9.82,6179.4,4.0906,-0.0463,-0.0145
2988,Kepler-102,249,0.0227,0.0136,1.17,4816.9,4.5262,0.0639,0.1232
2989,KOI-316,147,0.0136,0.0113,1.70,5550.7,4.3179,0.2687,0.2608
2990,KOI-1581,26,0.0463,0.0437,0.59,5328.8,3.9060,0.1672,0.2013
2991,Kepler-128,237,0.0131,0.0085,5.72,6083.6,4.0434,-0.0052,0.0206
2992,Kepler-422,82,0.0200,0.0167,2.26,5883.3,4.2809,0.1878,0.1899
2993,Kepler-410,234,0.0137,0.0113,12.29,6305.0,4.1648,0.0185,0.0724
2994,Kepler-62,112,0.0238,0.0159,0.99,4842.1,4.5121,-0.3320,-0.3643
2995,HD 343246,51,0.0234,0.0222,3.03,5703.6,4.2270,0.2314,0.2386
2996,KOI-2926,19,0.0705,0.0667,0.10,5172.9,3.8040,-0.4344,-0.5076
2997,HD 175425,298,0.0104,0.0104,2.36,5772.6,4.2308,0.1094,0.1159
2998,KOI-4199,31,0.0408,0.0418,0.26,5068.9,4.5555,-0.1464,-0.1863
2999,KOI-4717,21,0.0677,0.0604,0.10,5671.3,4.4992,-0.3196,-0.3636
3000,HD 175742,276,0.0198,0.0175,14.37,4937.2,4.2692,-0.0289,0.1124
3001,HIP 92922,288,0.0110,0.0089,2.65,5565.6,4.0900,0.3008,0.3134
3002,Kepler-37,251,0.0110,0.0080,0.89,5391.9,4.5959,-0.3043,-0.3237
3003,KOI-180,120,0.0132,0.0138,2.75,5601.1,4.5215,-0.0521,-0.0365
3004,KOI-367,35,0.0324,0.0324,1.05,5696.6,4.4410,0.1092,0.1110
3005,Kepler-95,174,0.0120,0.0100,2.38,5632.5,4.1322,0.2045,0.2038
3006,Kepler-408,240,0.0121,0.0077,1.98,6078.1,4.2225,-0.1222,-0.1154
3007,HD 177274,394,0.0117,0.0086,5.52,6066.9,4.1944,0.1921,0.2106
3008,KOI-2169,161,0.0153,0.0108,2.21,5327.2,4.5205,0.0804,0.1110
3009,HD 176733,355,0.0088,0.0065,1.12,5605.8,4.4508,-0.0379,-0.0479
3010,Kepler-9,39,0.0343,0.0348,2.31,5754.2,4.4819,0.0260,0.0452
3011,Kepler-4,122,0.0148,0.0121,2.70,5772.2,4.0477,0.1225,0.1297
3012,Kepler-98,163,0.0212,0.0090,2.04,5506.8,4.5108,0.1007,0.1237
3013,Kepler-10,188,0.0106,0.0090,0.39,5706.8,4.4186,-0.1168,-0.1538
3014,KOI-2931,27,0.0485,0.0437,1.45,4905.9,4.5892,-0.1260,-0.1617
3015,KOI-2410,23,0.0661,0.0610,0.05,5662.5,4.4854,-0.1623,-0.1726
3016,Kepler-407,161,0.0270,0.0640,2.43,5487.3,4.3137,0.3408,0.3382
3017,KOI-466,24,0.0547,0.0550,5.74,5917.2,4.1875,-0.0021,0.0031
3018,Kepler-12,90,0.0205,0.0174,1.40,5967.1,4.1412,0.0514,0.0636
3019,KOI-600,27,0.0431,0.0410,0.10,5793.9,4.4412,-0.0306,-0.0264
3020,KOI-4054,34,0.0362,0.0354,2.23,5146.7,4.4946,0.0304,0.0690
3021,Kepler-25,213,0.0129,0.0087,8.80,6212.4,4.1251,-0.0137,0.0244
3022,TrES-2,140,0.0142,0.0114,0.10,5854.1,4.4548,-0.0335,-0.0223
3023,Kepler-152,35,0.0368,0.0339,1.03,5051.0,4.6023,-0.1250,-0.1586
3024,KOI-1431,115,0.0182,0.0126,2.00,5478.1,4.4061,0.1808,0.1870
3025,HD 178251,196,0.0217,0.0122,0.19,4734.5,2.8095,-0.4111,-0.4826
3026,Kepler-97,161,0.0111,0.0094,0.10,5843.9,4.5098,-0.1788,-0.1907
3027,KOI-4898,22,0.0599,0.0573,0.10,5831.0,4.4169,-0.0862,-0.1506
3028,Kepler-174,34,0.0400,0.0360,1.11,4724.4,4.4559,-0.4402,-0.5855
3029,KOI-273,251,0.0111,0.0089,2.22,5640.6,4.2881,0.2079,0.2099
3030,KOI-111,186,0.0138,0.0100,0.10,5921.3,4.4704,-0.3823,-0.4072
3031,Kepler-411,200,0.0219,0.0156,3.98,4837.1,4.4796,0.1102,0.2375
