idx,lib_index,cps_name,lib_obs,Teff,u_Teff,radius,u_radius,logg,u_logg,feh,u_feh,mass,u_mass,age,u_age,vsini,source,source_name,snr
167,167,KIC7206837,rj190.415,6304.0,60.0,1.54,0.11,4.17,0.03,0.14,0.06,1.29,0.05,9.48,0.07,10.1,Bruntt,KIC7206837,44.93944358825684
168,168,KIC7680114,rj193.718,5855.0,60.0,1.39,0.1,4.18,0.03,0.11,0.06,1.08,0.07,9.85,0.11,3.0,Bruntt,KIC7680114,46.86214447021485
169,169,KIC7747078,rj128.130,5840.0,60.0,1.99,0.15,3.91,0.03,-0.26,0.06,1.17,0.1,9.63,0.12,6.0,Bruntt,KIC7747078,92.98883819580078
170,170,KIC7799349,rj193.719,5115.0,60.0,2.67,0.21,3.67,0.03,0.41,0.06,1.22,0.12,9.78,0.14,1.0,Bruntt,KIC7799349,51.58837699890137
171,171,KIC7871531,rj128.133,5400.0,60.0,0.84,0.05,4.49,0.03,-0.24,0.06,0.82,0.05,9.96,0.22,2.9,Bruntt,KIC7871531,147.59659576416016
172,172,KIC7940546,rj152.86,6264.0,60.0,1.85,0.15,3.99,0.03,-0.19,0.06,1.24,0.1,9.55,0.1,9.7,Bruntt,KIC7940546,126.15081787109376
173,173,KIC7970740,rj193.721,5290.0,60.0,0.72,0.03,4.58,0.03,-0.49,0.06,0.74,0.04,9.83,0.48,3.0,Bruntt,KIC7970740,54.95392417907715
174,174,KIC7976303,rj128.132,6053.0,60.0,1.95,0.16,3.87,0.03,-0.53,0.06,1.03,0.09,9.81,0.13,5.5,Bruntt,KIC7976303,143.61810302734375
175,175,KIC8006161,rj193.722,5390.0,60.0,0.92,0.04,4.49,0.03,0.34,0.06,0.97,0.04,9.56,0.39,2.5,Bruntt,KIC8006161,54.90037345886231
176,176,KIC8179536,rj192.298,6344.0,60.0,1.33,0.09,4.27,0.03,0.01,0.06,1.22,0.05,9.41,0.14,9.0,Bruntt,KIC8179536,46.30602836608887
177,177,KIC8228742,rj128.140,6042.0,60.0,1.77,0.13,4.02,0.03,-0.14,0.06,1.19,0.07,9.63,0.1,5.7,Bruntt,KIC8228742,92.4917984008789
178,178,KIC8394589,rj193.736,6114.0,60.0,1.12,0.07,4.32,0.03,-0.36,0.06,0.97,0.05,9.79,0.11,6.0,Bruntt,KIC8394589,46.5009822845459
179,179,KIC8524425,rj193.735,5634.0,60.0,1.8,0.16,3.98,0.03,0.14,0.06,1.13,0.11,9.85,0.14,2.3,Bruntt,KIC8524425,48.43400955200195
180,180,KIC8561221,rj193.692,5245.0,60.0,2.56,0.27,3.61,0.03,-0.06,0.06,0.96,0.18,10.04,0.24,3.5,Bruntt,KIC8561221,48.28790283203125
181,181,KIC8694723,rj193.693,6120.0,60.0,1.42,0.1,4.1,0.03,-0.59,0.06,0.93,0.04,9.93,0.06,6.6,Bruntt,KIC8694723,47.42744636535645
182,182,KIC8702606,rj128.141,5540.0,60.0,2.24,0.18,3.76,0.03,-0.09,0.06,1.05,0.12,9.9,0.14,4.0,Bruntt,KIC8702606,95.61148071289062
183,183,KIC8751420,rj193.694,5264.0,60.0,2.27,0.16,3.7,0.03,-0.15,0.06,0.94,0.06,10.07,0.1,3.5,Bruntt,KIC8751420,52.25623893737793
184,184,KIC8938364,rj193.695,5630.0,60.0,1.33,0.1,4.16,0.03,-0.2,0.06,0.94,0.06,9.97,0.1,3.8,Bruntt,KIC8938364,47.13741493225098
185,185,KIC9098294,rj193.737,5840.0,60.0,1.14,0.08,4.3,0.03,-0.13,0.06,0.98,0.05,9.87,0.09,4.0,Bruntt,KIC9098294,46.76433944702149
186,186,KIC9139151,rj128.143,6125.0,60.0,1.14,0.06,4.38,0.03,0.11,0.06,1.15,0.04,9.29,0.24,6.0,Bruntt,KIC9139151,92.66836166381836
187,187,KIC9139163,rj192.499,6400.0,60.0,1.53,0.11,4.18,0.03,0.15,0.06,1.32,0.05,9.41,0.08,4.0,Bruntt,KIC9139163,53.52090263366699
188,188,KIC9206432,rj128.144,6608.0,60.0,1.49,0.09,4.23,0.03,0.23,0.06,1.39,0.06,9.16,0.13,6.7,Bruntt,KIC9206432,143.15801239013672
189,189,CK01925,rj148.163,5410.0,60.0,0.9,0.05,4.48,0.03,0.11,0.06,0.91,0.04,9.81,0.34,2.0,Bruntt,KIC9955598,154.68859100341797
190,190,KIC10018963,rj192.299,6020.0,60.0,1.83,0.15,3.95,0.03,-0.35,0.06,1.1,0.1,9.72,0.12,5.5,Bruntt,KIC10018963,50.14431381225586
191,191,KIC10068307,rj193.688,6114.0,60.0,2.02,0.16,3.93,0.03,-0.22,0.06,1.3,0.09,9.49,0.11,6.5,Bruntt,KIC10068307,45.515708923339844
192,192,KIC10162436,rj193.734,6200.0,60.0,2.03,0.15,3.95,0.03,-0.08,0.06,1.36,0.09,9.48,0.09,6.5,Bruntt,KIC10162436,49.9511775970459
193,193,KIC10355856,rj128.152,6350.0,60.0,1.64,0.12,4.08,0.03,-0.19,0.06,1.21,0.09,9.58,0.1,7.2,Bruntt,KIC10355856,90.52622604370116
194,194,KIC10454113,rj193.701,6120.0,60.0,1.2,0.08,4.31,0.03,-0.06,0.06,1.1,0.06,9.6,0.15,5.5,Bruntt,KIC10454113,47.77267837524414
195,195,KIC10516096,rj128.153,5940.0,60.0,1.39,0.1,4.18,0.03,-0.06,0.06,1.08,0.05,9.78,0.08,4.2,Bruntt,KIC10516096,92.55975723266602
196,196,KIC10644253,rj128.154,6030.0,60.0,1.1,0.06,4.4,0.03,0.12,0.06,1.12,0.04,9.34,0.26,3.8,Bruntt,KIC10644253,93.82588577270508
197,197,KIC10709834,rj193.703,6508.0,60.0,1.72,0.13,4.09,0.03,-0.08,0.06,1.34,0.08,9.42,0.07,10.6,Bruntt,KIC10709834,46.23519134521485
198,198,K01612,rj120.338,6060.0,60.0,1.19,0.08,4.29,0.03,-0.2,0.06,1.02,0.06,9.75,0.11,5.4,Bruntt,KIC10963065,150.61720275878906
199,199,KIC11026764,rj128.157,5682.0,60.0,2.06,0.19,3.88,0.03,0.05,0.06,1.2,0.14,9.74,0.16,4.8,Bruntt,KIC11026764,94.71467971801758
200,200,KIC11137075,rj193.704,5590.0,60.0,1.63,0.12,4.01,0.03,-0.06,0.06,1.0,0.06,9.98,0.1,1.0,Bruntt,KIC11137075,46.47294425964356
201,201,KIC11244118,rj193.700,5745.0,60.0,1.62,0.14,4.09,0.03,0.35,0.06,1.2,0.1,9.74,0.13,3.0,Bruntt,KIC11244118,48.47771453857422
202,202,KIC11414712,rj193.732,5635.0,60.0,2.18,0.18,3.8,0.03,-0.05,0.06,1.08,0.13,9.85,0.15,4.4,Bruntt,KIC11414712,52.13640213012695
203,203,KIC11717120,rj128.498,5150.0,60.0,2.23,0.14,3.68,0.03,-0.3,0.06,0.86,0.04,10.13,0.06,1.0,Bruntt,KIC11717120,147.93136596679688
204,204,KIC12009504,rj128.500,6065.0,60.0,1.35,0.11,4.21,0.03,-0.09,0.06,1.1,0.07,9.71,0.09,8.4,Bruntt,KIC12009504,90.94971084594728
205,205,KIC12258514,rj128.502,5990.0,60.0,1.55,0.11,4.11,0.03,0.04,0.06,1.14,0.07,9.75,0.1,3.5,Bruntt,KIC12258514,93.5364875793457
206,206,120467,rj55.900,4406.0,46.0,0.6987651774412377,0.02526898018793884,4.63,0.03,0.24,0.15,0.72,0.03,9.7,0.52,,Casagrande,HD 120467,173.19183349609375
207,207,HIP104092,rj59.402,4430.0,66.0,0.6815381247657041,0.03440444238550765,4.64,0.03,0.06,0.15,0.71,0.04,9.6,0.53,,Casagrande,HD 200779,130.53813934326172
208,208,21197,rj222.93,4577.0,60.0,0.7364811574560354,0.031712047756387585,4.61,0.03,0.27,0.15,0.76,0.04,9.69,0.53,,Casagrande,HD 21197,165.65589141845703
209,209,190007,rj08.1209,4637.0,51.0,0.7375613907073415,0.02688483259254067,4.61,0.03,0.15,0.15,0.76,0.04,9.7,0.53,,Casagrande,HD 190007,176.77594757080078
210,210,10853,rj187.363,4638.0,78.0,0.6620870993543606,0.04338464429139866,4.67,0.04,-0.74,0.15,0.64,0.04,9.69,0.53,,Casagrande,HD 10853,139.4011154174805
211,211,127506,rj189.2182,4662.0,92.0,0.6765967203924267,0.043718515685939034,4.64,0.04,-0.4,0.15,0.69,0.05,9.64,0.53,,Casagrande,HD 127506,160.3972930908203
212,212,170493,rj59.988,4671.0,98.0,0.7808669514030866,0.04968458146656491,4.6,0.04,0.15,0.15,0.77,0.05,9.69,0.53,,Casagrande,HD 170493,158.37934112548828
213,213,65486,rj06.1058,4678.0,29.0,0.6384978555084384,0.023165203532157768,4.65,0.03,-0.24,0.15,0.7,0.04,9.46,0.5,,Casagrande,HD 65486,177.936279296875
214,214,213042,rj55.995,4721.0,58.0,0.742554124423501,0.032207012885568966,4.61,0.03,0.19,0.15,0.78,0.04,9.63,0.52,,Casagrande,HD 213042,169.9522247314453
215,215,11373,rj15.1755,4738.0,58.0,0.7168129602610265,0.03635279437710907,4.63,0.04,-0.45,0.15,0.72,0.05,9.71,0.53,,Casagrande,HD 11373,165.15403747558594
216,216,202575,rj193.303,4741.0,35.0,0.6818362817709945,0.023864900010347155,4.62,0.03,0.04,0.15,0.75,0.04,9.46,0.48,,Casagrande,HD 202575,159.9565200805664
217,217,39715,rj131.1140,4759.0,37.0,0.724223499629321,0.03573874482900738,4.61,0.04,-0.04,0.15,0.77,0.04,9.58,0.52,,Casagrande,HD 39715,159.7225799560547
218,218,144872,rj189.2183,4792.0,64.0,0.6997926963408685,0.034347845577610364,4.64,0.04,-0.64,0.15,0.69,0.05,9.74,0.53,,Casagrande,HD 144872,157.8442153930664
219,219,130992,rj55.1411,4796.0,48.0,0.7204982119601466,0.02924753982983542,4.61,0.03,-0.06,0.15,0.77,0.05,9.57,0.52,,Casagrande,HD 130992,169.71439361572266
220,220,202751,rj55.1278,4809.0,35.0,0.6883093898698991,0.02867374783930945,4.62,0.03,-0.1,0.15,0.75,0.05,9.49,0.49,,Casagrande,HD 202751,169.90833282470703
221,221,263175,rj187.386,4818.0,46.0,0.6610758763645949,0.03358923941231596,4.65,0.04,-0.59,0.15,0.68,0.05,9.62,0.52,,Casagrande,HD 263175,158.67510223388672
222,222,130871,rj222.754,4845.0,42.0,0.7041883352027348,0.04699406199228803,4.61,0.04,-0.16,0.15,0.76,0.05,9.54,0.52,,Casagrande,HD 130871,161.97161865234375
223,223,215152,rj63.1008,4870.0,59.0,0.756940658725604,0.04217615343821531,4.6,0.04,-0.17,0.15,0.77,0.05,9.67,0.52,,Casagrande,HD 215152,169.75005340576172
224,224,53927,rj187.388,4882.0,35.0,0.6895186648683471,0.033921203982141934,4.63,0.04,-0.37,0.15,0.73,0.05,9.56,0.52,,Casagrande,HD 53927,157.08374786376953
225,225,25665,rj63.1051,4902.0,65.0,0.7544284327270075,0.032841089246994824,4.6,0.04,-0.03,0.15,0.8,0.05,9.6,0.53,,Casagrande,HD 25665,168.47186279296875
226,226,136834,rj222.757,4955.0,58.0,0.778920994933075,0.046250116188585086,4.59,0.04,0.19,0.15,0.82,0.05,9.62,0.53,,Casagrande,HD 136834,161.81627655029297
227,227,5133,rj158.105,4956.0,52.0,0.7178804322293237,0.024545135611804623,4.61,0.03,-0.1,0.15,0.78,0.05,9.49,0.48,,Casagrande,HD 5133,157.04215240478516
228,228,216259,rj23.528,4957.0,61.0,0.6399379653862505,0.03170620496464016,4.66,0.03,-0.63,0.15,0.69,0.04,9.54,0.51,,Casagrande,HD 216259,172.48834228515625
229,229,4256,rj41.3846,4966.0,46.0,0.7717349162660874,0.032708969390607384,4.58,0.03,0.34,0.15,0.84,0.04,9.5,0.5,,Casagrande,HD 4256,168.95255279541016
230,230,18632,rj187.94,4984.0,87.0,0.7966352475793762,0.05051332266062384,4.58,0.04,0.18,0.15,0.83,0.05,9.63,0.52,,Casagrande,HD 18632,156.89458465576172
231,231,HIP94931,rj153.297,4986.0,45.0,0.8062128990707832,0.03972864663697796,4.58,0.05,-0.62,0.15,0.74,0.06,9.99,0.49,,Casagrande,BD+41 3306,158.15686798095703
232,232,3765,rj13.2074,5002.0,57.0,0.7912693106785825,0.03196721085832761,4.58,0.04,0.01,0.15,0.82,0.05,9.71,0.52,,Casagrande,HD 3765,176.44784545898438
233,233,220339,rj61.702,5008.0,51.0,0.7222753875026171,0.03223018382987701,4.61,0.04,-0.31,0.15,0.77,0.06,9.57,0.51,,Casagrande,HD 220339,167.84156799316406
234,234,130307,rj189.1878,5033.0,43.0,0.7319203858070942,0.02978004544063509,4.6,0.04,-0.16,0.15,0.79,0.05,9.51,0.49,,Casagrande,HD 130307,157.56975555419922
235,235,219538,rj64.75,5051.0,58.0,0.7676263908746348,0.03623077445223581,4.59,0.04,-0.04,0.15,0.82,0.05,9.55,0.51,,Casagrande,HD 219538,168.37220001220703
236,236,59747,rj187.387,5063.0,54.0,0.7388478285374469,0.03569842059446915,4.59,0.03,0.06,0.15,0.83,0.05,9.46,0.47,,Casagrande,HD 59747,156.65108489990234
237,237,124106,rj72.716,5103.0,57.0,0.7591465300462289,0.04188294004676426,4.59,0.05,-0.1,0.15,0.82,0.05,9.54,0.51,,Casagrande,HD 124106,153.67031860351562
238,238,17190,rj187.87,5139.0,74.0,0.8338592822544587,0.04904166405023056,4.56,0.06,-0.11,0.15,0.83,0.06,9.77,0.52,,Casagrande,HD 17190,155.6057891845703
239,239,132142,rj178.91,5226.0,59.0,0.7995871592067921,0.030039689678766187,4.55,0.06,-0.54,0.15,0.78,0.06,9.91,0.5,,Casagrande,HD 132142,155.1559295654297
240,240,144579,rj08.745,5251.0,77.0,0.7817577038090389,0.02957604176870262,4.57,0.05,-0.69,0.15,0.76,0.06,9.92,0.5,,Casagrande,HD 144579,172.43414306640625
241,241,10002,rj137.105,5258.0,63.0,0.9191326594716288,0.05511230897606508,4.51,0.07,0.2,0.15,0.88,0.06,9.88,0.5,,Casagrande,HD 10002,155.91192626953125
242,242,225261,rj222.71,5286.0,55.0,0.7984708126659645,0.03828464323455856,4.57,0.06,-0.44,0.15,0.81,0.07,9.73,0.52,,Casagrande,HD 225261,157.59671783447266
243,243,11020,rj222.78,5288.0,31.0,0.7172497265914353,0.043938393442554034,4.6,0.04,-0.28,0.15,0.81,0.06,9.41,0.45,,Casagrande,HD 11020,159.0561294555664
244,244,HIP1532,rj131.363,4038.6225832,241.01066158983923,0.5943490481192352,0.05503434206479155,4.71,0.06,-0.37,0.1,0.58,0.06,9.6,0.53,,Gaidos,GJ1008.0,159.78346252441406
245,245,HIP10337,rj137.108,4050.8993344,239.2944244575205,0.6944079185635289,0.07205316888860365,4.67,0.06,0.12,0.1,0.65,0.07,9.6,0.53,,Gaidos,GJ1044,164.16189575195312
246,246,HIP47201,rj63.779,4206.5346496,212.2688665555294,0.6958916443809732,0.053813230610969244,4.66,0.05,0.03,0.1,0.67,0.06,9.63,0.52,,Gaidos,GJ1127,146.55496215820312
247,247,HIP66222,rj90.713,3904.2082118999997,266.4887429693214,0.6674388853622054,0.08679028966417504,4.7,0.07,-0.11,0.1,0.59,0.08,9.62,0.52,,Gaidos,GJ1172,165.25631713867188
248,248,HIP4845,rj134.232,3966.9981688000007,301.0673127572604,0.6323498903138177,0.0734402824695138,4.72,0.12,-0.19,0.1,0.59,0.09,9.62,0.52,,Gaidos,GJ3072,164.28970336914062
249,249,HIP40910,rj149.142,4159.4837625,227.57695145719302,0.6329341451596326,0.05306142093386792,4.67,0.05,-0.06,0.1,0.64,0.06,9.6,0.52,,Gaidos,GJ3494,165.92676544189453
250,250,HIP12493,rj59.1982,4276.300933600001,192.50970002818838,0.6618584225671326,0.04694703235568292,4.68,0.04,-0.29,0.1,0.64,0.06,9.6,0.52,,Gaidos,GJ9093,129.22356414794922
251,251,HIP19165,rj14.622,4297.840712499999,200.05015966488088,0.6587237941119122,0.04731794360020343,4.68,0.04,-0.22,0.1,0.65,0.06,9.56,0.52,,Gaidos,GJ9144,178.33524322509766
252,252,HIP93871,rj59.396,4449.114062499999,177.4588844094752,0.68080312648881,0.0428481166750745,4.67,0.04,-0.47,0.1,0.65,0.05,9.67,0.52,,Gaidos,HD178126,126.89392471313477
253,253,HIP15095,rj137.116,4227.142787499999,199.2180565174056,0.65253269351275,0.04684684297428264,4.67,0.04,-0.21,0.1,0.64,0.06,9.61,0.52,,Gaidos,HD20280,161.9022979736328
254,254,HIP105341,rj59.403,4032.5216125000006,241.87428735781106,0.6734847246720129,0.0628752081691861,4.67,0.05,-0.05,0.1,0.64,0.07,9.64,0.52,,Gaidos,HD203040,132.70074462890622
255,255,HIP114156,rj59.1640,4146.299887900001,208.7836811722574,0.6603534361169602,0.0512438526407788,4.67,0.05,-0.02,0.1,0.65,0.06,9.59,0.52,,Gaidos,HD218294,131.04562377929688
256,256,HIP118261,rj59.1642,4614.8254125,214.07870985130822,0.7147023294994652,0.05120941472003505,4.62,0.05,-0.04,0.1,0.74,0.06,9.58,0.52,,Gaidos,HD224607,125.8123893737793
257,257,HIP25220,rj61.791,4505.392825599999,178.64944091346908,0.701744336752215,0.042255840263332484,4.63,0.04,0.05,0.1,0.73,0.06,9.58,0.52,,Gaidos,HD35171,143.80420684814453
258,258,HIP97051,rj59.397,4199.7251607,247.92917144010408,0.6309040692679407,0.057336785075188884,4.7,0.07,-0.19,0.1,0.62,0.07,9.59,0.52,,Gaidos,HD355784,130.62823486328122
259,259,HIP36551,rj61.466,4394.6039544,193.28092733384483,0.6694412197181755,0.04578971939224666,4.66,0.04,-0.3,0.1,0.66,0.06,9.63,0.52,,Gaidos,HD59582,158.84993743896484
260,260,HIP40375,rj149.140,4334.3887,208.8862097877922,0.7106030639308984,0.052271398769489164,4.65,0.04,0.03,0.1,0.7,0.06,9.55,0.52,,Gaidos,HD68834,162.05785369873047
261,261,HIP5663,rj128.549,4186.1948772999995,222.148170893654,0.6720387272352525,0.0554645879060905,4.67,0.05,-0.05,0.1,0.66,0.06,9.58,0.52,,Gaidos,HD7279,159.64784240722656
262,262,HIP45839,rj63.1698,4425.5398216,198.32263612660026,0.7141844468893458,0.04950181314649229,4.63,0.04,0.05,0.1,0.72,0.06,9.61,0.52,,Gaidos,HD80632,144.07942962646484
263,263,HIP48411,rj63.1699,4356.714874900001,199.47376697020914,0.7423730598299442,0.07200935816014177,4.63,0.04,0.2,0.1,0.72,0.07,9.62,0.52,,Gaidos,HD85488,145.50804138183594
264,264,HIP54651,rj86.215,4356.7148749,196.75390269931836,0.5752893245718318,0.04140094659237466,4.72,0.04,-0.89,0.1,0.56,0.04,9.65,0.52,,Gaidos,HD97214,160.77129364013672
265,265,HIP54810,rj63.1701,4394.6039544000005,184.84797313704078,0.6806033061110779,0.04432869749672491,4.64,0.04,0.03,0.1,0.7,0.06,9.58,0.52,,Gaidos,HD97503,144.22283172607422
266,266,64413,rj65.146,4906.4,25.0,8.08,0.92,2.6953,0.027999999999999997,-0.1535,0.01,1.21,0.23,9.69,0.24,3.34,Brewer,HD 64413,154.87848663330078
267,267,26007,rj62.205,4777.5,25.0,7.0,0.65,2.8087,0.027999999999999997,-0.1324,0.01,1.16,0.16,9.78,0.21,0.06,Brewer,HD 26007,154.83346557617188
268,268,9625,rj62.165,4945.6,25.0,7.35,0.48,2.8944,0.027999999999999997,0.1609,0.01,1.57,0.12,9.42,0.11,2.23,Brewer,HD 9625,154.7323760986328
269,269,123239,rj72.718,4794.9,25.0,6.41,0.53,2.9403,0.027999999999999997,-0.0487,0.01,1.35,0.15,9.59,0.17,0.1,Brewer,HD 123239,155.8234100341797
270,270,3458,rj62.152,5100.7,25.0,7.0,0.62,2.9531,0.027999999999999997,0.1242,0.01,1.6,0.23,9.38,0.19,3.51,Brewer,HD 3458,153.24983978271484
271,271,130048,rj130.1674,4964.4,25.0,6.37,0.45,3.0182,0.027999999999999997,0.277,0.01,1.54,0.11,9.46,0.11,2.64,Brewer,HD 130048,156.90245056152344
272,272,26634,rj62.206,4902.4,25.0,4.92,0.33,3.0301,0.027999999999999997,-0.1379,0.01,0.95,0.05,10.05,0.07,1.8,Brewer,HD 26634,153.6018829345703
273,273,8407,rj62.163,4922.8,25.0,4.87,0.4,3.0477,0.027999999999999997,-0.1246,0.01,0.97,0.09,10.04,0.13,1.92,Brewer,HD 8407,153.78206634521484
274,274,8594,rj130.2537,4799.8,25.0,5.47,0.47,3.0664,0.027999999999999997,0.145,0.01,1.24,0.14,9.74,0.15,1.62,Brewer,HD 8594,157.10325622558594
275,275,108863,rj72.738,4878.5,25.0,5.62,0.41,3.0746,0.027999999999999997,0.2024,0.01,1.37,0.12,9.62,0.13,1.94,Brewer,HD 108863,156.29398345947266
